TIME,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags,roll,pitch,yaw
2023-02-15-12-06-05.574010289,,,,,,55.67889404296875,55.67889404296875,55.67889404296875,,,,5.611388206481934,5.61207389831543,1.8058489561080933,-0.024783596396446228,-0.01622067019343376,0.6615700125694275,0.0009426209726370871,0.0009410224738530815,0.17000000178813934,2.0,1.0,1025.0,-0.029033798724412918,-0.0165359228849411,0.08679508417844772
2023-02-15-12-06-05.606671919,,,,,,,,,,,,,,,,,,,,,,,,-0.0290336012840271,-0.01654192991554737,0.0867830216884613
2023-02-15-12-06-05.606764150,,,,,,55.67889404296875,55.67889404296875,55.67889404296875,,,,5.611388206481934,5.61207389831543,1.8058489561080933,-0.024784913286566734,-0.01622161641716957,0.6615576148033142,0.0009426209726370871,0.0009410224738530815,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-05.639623662,,,,,,55.67889404296875,55.67889404296875,55.67889404296875,,,,5.611388206481934,5.61207389831543,1.8058489561080933,-0.024791618809103966,-0.01621577888727188,0.6615541577339172,0.0009426209726370871,0.0009410224738530815,0.17000000178813934,2.0,1.0,1025.0,-0.029045041650533676,-0.01653260551393032,0.08677882701158524
2023-02-15-12-06-05.672595607,,,,,,55.67889404296875,55.67889404296875,55.67889404296875,,,,5.611388206481934,5.61207389831543,1.8058489561080933,-0.024791613221168518,-0.016212143003940582,0.6615455746650696,0.0009426209726370871,0.0009410224738530815,0.17000000178813934,2.0,1.0,1025.0,-0.029043592512607574,-0.01653006486594677,0.08677820861339569
2023-02-15-12-06-05.705574237,,,,,,,,,,,,,,,,,,,,,,,,-0.02904612384736538,-0.01653612032532692,0.08677039295434952
2023-02-15-12-06-05.705668992,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.024799110367894173,-0.016212977468967438,0.6615351438522339,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-05.738503697,,,,,,,,,,,,,,,,,,,,,,,,-0.029047084972262383,-0.016528522595763206,0.08677366375923157
2023-02-15-12-06-05.738585564,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.02479447051882744,-0.016213588416576385,0.6615408062934875,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-05.771512286,,,,,,,,,,,,,,,,,,,,,,,,-0.02905612252652645,-0.01654963754117489,0.0867706760764122
2023-02-15-12-06-05.771592353,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.024803465232253075,-0.016233913600444794,0.6615318655967712,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-05.804509010,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.024797657504677773,-0.01623399369418621,0.6615155935287476,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,-0.029054701328277588,-0.016554132103919983,0.08675719797611237
2023-02-15-12-06-05.837472487,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.02479705773293972,-0.016216540709137917,0.6615110039710999,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,-0.029040951281785965,-0.016535643488168716,0.0867491140961647
2023-02-15-12-06-05.870541301,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.02480720728635788,-0.01621195115149021,0.6615055203437805,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,-0.029060065746307373,-0.016527412459254265,0.08675067871809006
2023-02-15-12-06-05.903416092,,,,,,,,,,,,,,,,,,,,,,,,-0.0290677472949028,-0.01653037592768669,0.08674947917461395
2023-02-15-12-06-05.903504568,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.02481909655034542,-0.016202282160520554,0.6615035533905029,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-05.936360405,,,,,,,,,,,,,,,,,,,,,,,,-0.029064903035759926,-0.01651383936405182,0.08674902468919754
2023-02-15-12-06-05.936443442,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.024806814268231392,-0.016194332391023636,0.6614990234375,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-05.969321729,,,,,,,,,,,,,,,,,,,,,,,,-0.029044823721051216,-0.016513025388121605,0.08674445003271103
2023-02-15-12-06-05.969391843,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.02479051984846592,-0.016199665144085884,0.6614953279495239,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-06.002335977,,,,,,,,,,,,,,,,,,,,,,,,-0.02904401533305645,-0.01650898903608322,0.08674030750989914
2023-02-15-12-06-06.002412911,,,,,,55.67831039428711,55.67831039428711,55.67831039428711,,,,5.6116204261779785,5.612306118011475,1.8058241605758667,-0.02477649599313736,-0.016195353120565414,0.6614897847175598,0.0009426861070096493,0.0009409885969944298,0.17000000178813934,2.0,1.0,1025.0,,,
