TIME,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags,roll,pitch,yaw
2023-02-15-12-04-50.234725266,,,,,,55.76647186279297,55.76647186279297,55.76647186279297,,,,5.576340675354004,5.5770368576049805,1.809586524963379,-0.025863375514745712,-0.01667514070868492,0.6629971861839294,0.0009376563830301166,0.0009407580946572125,0.17000000178813934,2.0,1.0,1025.0,-0.029256995767354965,-0.016577912494540215,0.09029575437307358
2023-02-15-12-04-50.268459718,,,,,,,,,,,,,,,,,,,,,,,,-0.02925688587129116,-0.016563761979341507,0.09029411524534225
2023-02-15-12-04-50.268539434,,,,,,55.76647186279297,55.76647186279297,55.76647186279297,,,,5.576340675354004,5.5770368576049805,1.809586524963379,-0.025862593203783035,-0.016667138785123825,0.6630080342292786,0.0009376563830301166,0.0009407580946572125,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-04-50.301359671,,,,,,,,,,,,,,,,,,,,,,,,-0.02927204966545105,-0.016564195975661278,0.09030064195394516
2023-02-15-12-04-50.301439186,,,,,,55.76647186279297,55.76647186279297,55.76647186279297,,,,5.576340675354004,5.5770368576049805,1.809586524963379,-0.025870241224765778,-0.016665559262037277,0.6630194187164307,0.0009376563830301166,0.0009407580946572125,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-04-50.334401141,,,,,,,,,,,,,,,,,,,,,,,,-0.02928788773715496,-0.016569241881370544,0.09030484408140182
2023-02-15-12-04-50.334490256,,,,,,55.76647186279297,55.76647186279297,55.76647186279297,,,,5.576340675354004,5.5770368576049805,1.809586524963379,-0.02588903345167637,-0.016665039584040642,0.6630249619483948,0.0009376563830301166,0.0009407580946572125,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-04-50.367361155,,,,,,,,,,,,,,,,,,,,,,,,-0.02927972748875618,-0.016554303467273712,0.0903090238571167
2023-02-15-12-04-50.367440238,,,,,,55.76647186279297,55.76647186279297,55.76647186279297,,,,5.576340675354004,5.5770368576049805,1.809586524963379,-0.02588266134262085,-0.01665046624839306,0.663029670715332,0.0009376563830301166,0.0009407580946572125,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-04-50.400360495,,,,,,,,,,,,,,,,,,,,,,,,-0.029276404529809952,-0.01653948985040188,0.09030599892139435
2023-02-15-12-04-50.400437809,,,,,,55.76647186279297,55.76647186279297,55.76647186279297,,,,5.576340675354004,5.5770368576049805,1.809586524963379,-0.025884781032800674,-0.016647055745124817,0.6630333662033081,0.0009376563830301166,0.0009407580946572125,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-04-50.433314561,,,,,,,,,,,,,,,,,,,,,,,,-0.029272407293319702,-0.016541818156838417,0.09030026197433472
2023-02-15-12-04-50.433399660,,,,,,55.76647186279297,55.76647186279297,55.76647186279297,,,,5.576340675354004,5.5770368576049805,1.809586524963379,-0.025875532999634743,-0.016640057787299156,0.6630343794822693,0.0009376563830301166,0.0009407580946572125,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-04-50.466367360,,,,,,55.76647186279297,55.76647186279297,55.76647186279297,,,,5.576340675354004,5.5770368576049805,1.809586524963379,-0.025868840515613556,-0.016650615260004997,0.6630436182022095,0.0009376563830301166,0.0009407580946572125,0.17000000178813934,2.0,1.0,1025.0,-0.029275063425302505,-0.0165491234511137,0.09030316025018692
2023-02-15-12-04-50.499278645,,,,,,,,,,,,,,,,,,,,,,,,-0.02926570549607277,-0.01655166782438755,0.09031704068183899
2023-02-15-12-04-50.499356003,,,,,,55.76647186279297,55.76647186279297,55.76647186279297,,,,5.576340675354004,5.5770368576049805,1.809586524963379,-0.025872280821204185,-0.016646670177578926,0.6630630493164062,0.0009376563830301166,0.0009407580946572125,0.17000000178813934,2.0,1.0,1025.0,,,
