TIME,roll,pitch,yaw
2023-02-15-12-32-44.620575634,-0.031326405704021454,-0.013091237284243107,-0.041020024567842484
2023-02-15-12-32-44.636491552,-0.031332485377788544,-0.01310111302882433,-0.041023656725883484
2023-02-15-12-32-44.652542229,-0.031324971467256546,-0.01310413982719183,-0.041019875556230545
2023-02-15-12-32-44.668527754,-0.03132445737719536,-0.013090296648442745,-0.04101533815264702
2023-02-15-12-32-44.684497350,-0.031330402940511703,-0.013105833902955055,-0.0410275012254715
2023-02-15-12-32-44.700537850,-0.03132656589150429,-0.013095304369926453,-0.041027847677469254
2023-02-15-12-32-44.716499781,-0.03132607415318489,-0.013107133097946644,-0.04102978855371475
2023-02-15-12-32-44.732470046,-0.0313357338309288,-0.013117422349750996,-0.0410296656191349
2023-02-15-12-32-44.748460459,-0.031340986490249634,-0.013110547326505184,-0.041026242077350616
2023-02-15-12-32-44.764453642,-0.03134126588702202,-0.013116776011884212,-0.04102366045117378
2023-02-15-12-32-44.780482314,-0.031330157071352005,-0.013108983635902405,-0.04103540629148483
2023-02-15-12-32-44.796478236,-0.03132709488272667,-0.013122241012752056,-0.04103443771600723
2023-02-15-12-32-44.812373236,-0.03133326768875122,-0.013121262192726135,-0.04104561731219292
2023-02-15-12-32-44.828396742,-0.03132924437522888,-0.013119681738317013,-0.041042376309633255
2023-02-15-12-32-44.844390734,-0.031342435628175735,-0.013131387531757355,-0.041036248207092285
2023-02-15-12-32-44.860365411,-0.03134089335799217,-0.013129415921866894,-0.04104909673333168
2023-02-15-12-32-44.876330528,-0.03133280202746391,-0.013131950981914997,-0.04104359447956085
2023-02-15-12-32-44.892355710,-0.031340066343545914,-0.013133358210325241,-0.041038285940885544
2023-02-15-12-32-44.908348693,-0.03133711963891983,-0.013132082298398018,-0.041042618453502655
2023-02-15-12-32-44.924334540,-0.03131547570228577,-0.013124970719218254,-0.04103250056505203
2023-02-15-12-32-44.940327927,-0.03133394196629524,-0.013127978891134262,-0.04103146493434906
2023-02-15-12-32-44.956316275,-0.031332265585660934,-0.013131145387887955,-0.04102495312690735
2023-02-15-12-32-44.972336372,-0.03132304921746254,-0.013128096237778664,-0.04102984443306923
2023-02-15-12-32-44.988322683,-0.03133363649249077,-0.013135010376572609,-0.04102916643023491
2023-02-15-12-32-45.004299774,-0.031310658901929855,-0.013144833967089653,-0.04102584719657898
2023-02-15-12-32-45.020275612,-0.03131089732050896,-0.013145309872925282,-0.041025180369615555
2023-02-15-12-32-45.036258559,-0.0313105508685112,-0.013151201419532299,-0.04101593419909477
2023-02-15-12-32-45.052272502,-0.03131493180990219,-0.013151123188436031,-0.041010960936546326
2023-02-15-12-32-45.068299504,-0.031311094760894775,-0.013161702081561089,-0.041015904396772385
2023-02-15-12-32-45.084265082,-0.031311653554439545,-0.013160043396055698,-0.041017040610313416
2023-02-15-12-32-45.100303147,-0.03131831809878349,-0.013159972615540028,-0.04102470353245735
2023-02-15-12-32-45.116222878,-0.0313149057328701,-0.01316651701927185,-0.04101578891277313
2023-02-15-12-32-45.132255564,-0.03130628168582916,-0.013174348510801792,-0.0410255528986454
2023-02-15-12-32-45.148191674,-0.03130912408232689,-0.013178836554288864,-0.0410238578915596
2023-02-15-12-32-45.164252002,-0.03131267800927162,-0.013179071247577667,-0.04101625084877014
2023-02-15-12-32-45.180260877,-0.031319648027420044,-0.013179123401641846,-0.04102399945259094
2023-02-15-12-32-45.196225186,-0.03131034970283508,-0.013177364133298397,-0.04103117063641548
2023-02-15-12-32-45.212225808,-0.03131190687417984,-0.013171199709177017,-0.04103843495249748
2023-02-15-12-32-45.228135178,-0.03132058307528496,-0.013169980607926846,-0.041037462651729584
2023-02-15-12-32-45.244221738,-0.03132496774196625,-0.013176890090107918,-0.041039638221263885
2023-02-15-12-32-45.260233255,-0.031308919191360474,-0.013170263729989529,-0.04104452207684517
2023-02-15-12-32-45.276104074,-0.03131570294499397,-0.01317555084824562,-0.04104496166110039
2023-02-15-12-32-45.292173752,-0.031331948935985565,-0.013180513866245747,-0.04103739932179451
2023-02-15-12-32-45.308168944,-0.031331758946180344,-0.013179583474993706,-0.04104385897517204
2023-02-15-12-32-45.324171893,-0.0313134640455246,-0.013176362961530685,-0.0410456620156765
2023-02-15-12-32-45.340181013,-0.03131522983312607,-0.013173366896808147,-0.04105385020375252
2023-02-15-12-32-45.356120038,-0.03131234273314476,-0.013182251714169979,-0.04105229303240776
2023-02-15-12-32-45.372128935,-0.03130696713924408,-0.013183509930968285,-0.041050609201192856
2023-02-15-12-32-45.388094403,-0.031309183686971664,-0.013195234350860119,-0.04105597734451294
2023-02-15-12-32-45.404115371,-0.03130050376057625,-0.013178600929677486,-0.041054461151361465
2023-02-15-12-32-45.420145605,-0.031308162957429886,-0.01319477241486311,-0.04106152057647705
2023-02-15-12-32-45.436087112,-0.03130796179175377,-0.013194789178669453,-0.041068509221076965
2023-02-15-12-32-45.452086522,-0.03130431845784187,-0.013194777071475983,-0.04107300564646721
2023-02-15-12-32-45.468099577,-0.03130605071783066,-0.013210512697696686,-0.04107243940234184
2023-02-15-12-32-45.484092803,-0.03129928559064865,-0.013209222815930843,-0.04107684642076492
2023-02-15-12-32-45.500043388,-0.03128835931420326,-0.013215553015470505,-0.04108037054538727
2023-02-15-12-32-45.516091473,-0.03129462152719498,-0.013222900219261646,-0.04108361154794693
2023-02-15-12-32-45.532076236,-0.03129454329609871,-0.013227364979684353,-0.04108685255050659
2023-02-15-12-32-45.548064744,-0.031299687922000885,-0.013223771005868912,-0.04108769819140434
2023-02-15-12-32-45.564073945,-0.0313103012740612,-0.013220490887761116,-0.041091982275247574
2023-02-15-12-32-45.580055366,-0.03129841759800911,-0.013214568607509136,-0.041091468185186386
2023-02-15-12-32-45.596020903,-0.03130391985177994,-0.013221977278590202,-0.04109600931406021
2023-02-15-12-32-45.612058613,-0.031301215291023254,-0.013215992599725723,-0.0411025732755661
2023-02-15-12-32-45.628017984,-0.03130069375038147,-0.013220852240920067,-0.04110274836421013
2023-02-15-12-32-45.643967179,-0.03130306303501129,-0.013232062570750713,-0.041117966175079346
2023-02-15-12-32-45.659939207,-0.03129133582115173,-0.013218196108937263,-0.04112178087234497
2023-02-15-12-32-45.675957596,-0.03129517287015915,-0.013217795640230179,-0.04112168774008751
2023-02-15-12-32-45.691915338,-0.031289950013160706,-0.013215006329119205,-0.04112499579787254
2023-02-15-12-32-45.691955764,-0.03128756955265999,-0.013213442638516426,-0.04112601652741432
2023-02-15-12-32-45.707909741,-0.03128177672624588,-0.013215032406151295,-0.04111970588564873
2023-02-15-12-32-45.723884556,-0.03128114715218544,-0.013225900009274483,-0.04112323373556137
