roll,pitch,yaw,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags
-0.029597816988825798,-0.016964280977845192,0.2508186101913452,,,,,,59.24821472167969,59.24821472167969,59.24821472167969,,,,2.8126461505889893,2.8141987323760986,1.9668066501617432,-0.026279950514435768,-0.018630314618349075,0.22960101068019867,0.0010334147373214364,0.0010231937048956752,0.056098856031894684,2.0,1.0,1025.0
-0.02961677871644497,-0.016958313062787056,0.25081974267959595,,,,,,59.24821472167969,59.24821472167969,59.24821472167969,,,,2.8126461505889893,2.8141987323760986,1.9668066501617432,-0.026285354048013687,-0.01861726865172386,0.22960443794727325,0.0010334147373214364,0.0010231937048956752,0.056098856031894684,2.0,1.0,1025.0
-0.029621673747897148,-0.01696205884218216,0.25081583857536316,,,,,,59.24821472167969,59.24821472167969,59.24821472167969,,,,2.8126461505889893,2.8141987323760986,1.9668066501617432,-0.026296645402908325,-0.018622102215886116,0.2295948714017868,0.0010334147373214364,0.0010231937048956752,0.056098856031894684,2.0,1.0,1025.0
-0.029614457860589027,-0.01694803312420845,0.250807523727417,,,,,,59.24821472167969,59.24821472167969,59.24821472167969,,,,2.8126461505889893,2.8141987323760986,1.9668066501617432,-0.026288818567991257,-0.018612157553434372,0.22958149015903473,0.0010334147373214364,0.0010231937048956752,0.056098856031894684,2.0,1.0,1025.0
-0.029581893235445023,-0.01693883165717125,0.2508165240287781,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.02628397010266781,-0.018594764173030853,0.22957991063594818,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029583308845758438,-0.016944224014878273,0.2508203685283661,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.026278801262378693,-0.01860129088163376,0.22958369553089142,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029583686962723732,-0.016935652121901512,0.25082018971443176,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.026270970702171326,-0.018606580793857574,0.22958190739154816,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029576124623417854,-0.016948090866208076,0.2508137822151184,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.02627595327794552,-0.018615758046507835,0.22957052290439606,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029575945809483528,-0.01694430038332939,0.2508040964603424,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.026263751089572906,-0.01861053705215454,0.22956456243991852,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029575983062386513,-0.016933059319853783,0.25080493092536926,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.026268592104315758,-0.01859937608242035,0.22956128418445587,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029566658660769463,-0.01693965494632721,0.2507994771003723,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.026264723390340805,-0.018603721633553505,0.22955234348773956,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.02956566959619522,-0.016931189224123955,0.2507890462875366,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.0262653436511755,-0.018593795597553253,0.22954005002975464,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029564211145043373,-0.016925403848290443,0.25078800320625305,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.02626379020512104,-0.018594829365611076,0.229531928896904,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.02956758439540863,-0.01692383922636509,0.2507783770561218,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.026263073086738586,-0.01858757622539997,0.22952277958393097,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029553694650530815,-0.016932900995016098,0.2507689893245697,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.026247205212712288,-0.018602607771754265,0.22951345145702362,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029558463022112846,-0.016928929835557938,0.2507741451263428,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.02626664936542511,-0.01860579289495945,0.22951345145702362,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029558196663856506,-0.016940798610448837,0.2507675588130951,,,,,,59.247745513916016,59.247745513916016,59.247745513916016,,,,2.8132457733154297,2.814798355102539,1.9667850732803345,-0.026267679408192635,-0.018612712621688843,0.22950711846351624,0.0010332168312743306,0.001023046555928886,0.05612211301922798,2.0,1.0,1025.0
-0.029558412730693817,-0.016934873536229134,0.25077030062675476,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.026268862187862396,-0.018610814586281776,0.2295036017894745,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029559118673205376,-0.01693338342010975,0.2507668733596802,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.026266928762197495,-0.01861085183918476,0.22950011491775513,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029576873406767845,-0.016944505274295807,0.25077515840530396,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.02627820335328579,-0.018613431602716446,0.22950579226016998,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.02957957051694393,-0.01693868823349476,0.2507718503475189,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.02629229985177517,-0.018611209467053413,0.22950218617916107,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029580626636743546,-0.016939034685492516,0.25077933073043823,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.02629689686000347,-0.018611649051308632,0.22950540482997894,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029569419100880623,-0.016943663358688354,0.2507845461368561,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.026282496750354767,-0.018613765016198158,0.229505255818367,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029567452147603035,-0.016937920823693275,0.25078198313713074,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.0262750294059515,-0.01860758289694786,0.22950324416160583,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029552705585956573,-0.016937626525759697,0.2507728338241577,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.026265336200594902,-0.01860770955681801,0.22949601709842682,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029536738991737366,-0.0169337410479784,0.25077173113822937,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.02625667303800583,-0.018609236925840378,0.22948673367500305,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029532698914408684,-0.016937775537371635,0.25077542662620544,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.026256659999489784,-0.018610842525959015,0.22948753833770752,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029532140120863914,-0.016931286081671715,0.2507804334163666,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.02625313028693199,-0.018602337688207626,0.22948750853538513,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029525702819228172,-0.0169228445738554,0.25077584385871887,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.026247013360261917,-0.01859750598669052,0.229483962059021,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.029522381722927094,-0.01691911555826664,0.25077417492866516,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.02625024877488613,-0.01859358698129654,0.22947926819324493,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
-0.02952154166996479,-0.01692015491425991,0.25078198313713074,,,,,,59.247276306152344,59.247276306152344,59.247276306152344,,,,2.81384539604187,2.8153977394104004,1.9667634963989258,-0.02625611424446106,-0.018597116693854332,0.2294834703207016,0.00103301415219903,0.0010229028994217515,0.05614504590630531,2.0,1.0,1025.0
