TIME,roll,pitch,yaw
2023-02-15-12-27-04.632146725,-0.03133755922317505,-0.013171807862818241,-0.021477729082107544
2023-02-15-12-27-04.676894826,-0.03132423013448715,-0.01315342541784048,-0.021478869020938873
2023-02-15-12-27-04.677089401,-0.0313199982047081,-0.01316247507929802,-0.021480320021510124
2023-02-15-12-27-04.726160230,-0.03132080286741257,-0.013157185167074203,-0.021479612216353416
2023-02-15-12-27-04.726283671,-0.03132142871618271,-0.013153470121324062,-0.021474750712513924
2023-02-15-12-27-04.775844239,-0.03131186217069626,-0.013150625862181187,-0.021475447341799736
2023-02-15-12-27-04.775974624,-0.03130485117435455,-0.013156452216207981,-0.02147243171930313
2023-02-15-12-27-04.825501388,-0.031300704926252365,-0.01315837912261486,-0.021473964676260948
2023-02-15-12-27-04.825629431,-0.03132854402065277,-0.013158585876226425,-0.021485432982444763
2023-02-15-12-27-04.875147307,-0.03132866322994232,-0.013171947561204433,-0.02149929106235504
2023-02-15-12-27-04.875356280,-0.03133174404501915,-0.013168049044907093,-0.02150053344666958
2023-02-15-12-27-04.924864765,-0.03133801743388176,-0.01316910982131958,-0.021498244255781174
2023-02-15-12-27-04.925089863,-0.03134458139538765,-0.013173709623515606,-0.0215066559612751
2023-02-15-12-27-04.974212908,-0.03134986758232117,-0.013163669966161251,-0.02150384895503521
2023-02-15-12-27-04.974433276,-0.031348466873168945,-0.013164305128157139,-0.021505296230316162
2023-02-15-12-27-05.023861418,-0.031338874250650406,-0.013151095248758793,-0.021513914689421654
2023-02-15-12-27-05.073484770,-0.031339652836322784,-0.013150692917406559,-0.02151273377239704
2023-02-15-12-27-05.073595598,-0.03134695813059807,-0.01314416155219078,-0.02151823602616787
2023-02-15-12-27-05.123108342,-0.03136342763900757,-0.013149230740964413,-0.0215202197432518
2023-02-15-12-27-05.123221309,-0.03134824335575104,-0.013148194178938866,-0.021532127633690834
2023-02-15-12-27-05.172784641,-0.031345393508672714,-0.013146396726369858,-0.02153589203953743
2023-02-15-12-27-05.172899292,-0.03133754804730415,-0.013159946538507938,-0.021539008244872093
2023-02-15-12-27-05.222188497,-0.03134559839963913,-0.013159890659153461,-0.021542135626077652
2023-02-15-12-27-05.222308106,-0.03134780004620552,-0.013161808252334595,-0.021546749398112297
2023-02-15-12-27-05.271898671,-0.031355615705251694,-0.013163370080292225,-0.02154936082661152
2023-02-15-12-27-05.272101531,-0.03135634586215019,-0.01316361129283905,-0.021554721519351006
2023-02-15-12-27-05.321538361,-0.031359437853097916,-0.013166068121790886,-0.02154933474957943
2023-02-15-12-27-05.321665648,-0.03136512637138367,-0.013157915323972702,-0.021547093987464905
2023-02-15-12-27-05.371188426,-0.031367361545562744,-0.013168813660740852,-0.02154042385518551
2023-02-15-12-27-05.371406003,-0.031366016715765,-0.01316610723733902,-0.02154630795121193
