TIME,roll,pitch,yaw
2023-02-15-12-32-48.399119027,-0.031400762498378754,-0.013090547174215317,-0.041333723813295364
2023-02-15-12-32-48.414904509,-0.03140323609113693,-0.013084661215543747,-0.041332364082336426
2023-02-15-12-32-48.430825814,-0.03139474615454674,-0.013075388967990875,-0.041332270950078964
2023-02-15-12-32-48.446858202,-0.03139220178127289,-0.013083869591355324,-0.04133167117834091
2023-02-15-12-32-48.462850078,-0.031387392431497574,-0.013076257891952991,-0.041331276297569275
2023-02-15-12-32-48.478828500,-0.031377315521240234,-0.013072178699076176,-0.04132523387670517
2023-02-15-12-32-48.494804331,-0.03138171508908272,-0.013088108971714973,-0.04133274406194687
2023-02-15-12-32-48.510831677,-0.031383007764816284,-0.013092461042106152,-0.04132635146379471
2023-02-15-12-32-48.526790409,-0.03138218820095062,-0.013093407265841961,-0.04133046418428421
2023-02-15-12-32-48.542865221,-0.03138231486082077,-0.013087785802781582,-0.04133450239896774
2023-02-15-12-32-48.558751170,-0.031384117901325226,-0.013081605546176434,-0.04133050888776779
2023-02-15-12-32-48.574757620,-0.03139415383338928,-0.0130824726074934,-0.041339728981256485
2023-02-15-12-32-48.590716020,-0.03138364851474762,-0.013080349192023277,-0.041335560381412506
2023-02-15-12-32-48.606781026,-0.03138340264558792,-0.013092483393847942,-0.04133071377873421
2023-02-15-12-32-48.622694953,-0.0313873365521431,-0.01309267245233059,-0.04134051129221916
2023-02-15-12-32-48.638790445,-0.03138187900185585,-0.013098503462970257,-0.04133084416389465
2023-02-15-12-32-48.654706435,-0.03138705715537071,-0.013104254379868507,-0.04134104773402214
2023-02-15-12-32-48.670716329,-0.031387995928525925,-0.013104390352964401,-0.041341301053762436
2023-02-15-12-32-48.686715821,-0.0313769094645977,-0.013107776641845703,-0.04134354367852211
2023-02-15-12-32-48.702703007,-0.03138645365834236,-0.013113114051520824,-0.041345469653606415
2023-02-15-12-32-48.718740803,-0.03138060122728348,-0.013110143132507801,-0.04135041683912277
2023-02-15-12-32-48.734709863,-0.03139176592230797,-0.013109531253576279,-0.041350241750478745
2023-02-15-12-32-48.750670154,-0.03139417991042137,-0.013118354603648186,-0.04135384038090706
2023-02-15-12-32-48.766749786,-0.031387001276016235,-0.013118937611579895,-0.04135727137327194
2023-02-15-12-32-48.782642947,-0.03138715401291847,-0.013116934336721897,-0.04135771840810776
2023-02-15-12-32-48.798623158,-0.03138270974159241,-0.013126999139785767,-0.0413607694208622
2023-02-15-12-32-48.814657016,-0.03136920928955078,-0.013120096176862717,-0.0413627028465271
2023-02-15-12-32-48.830678773,-0.031376954168081284,-0.013118380680680275,-0.04137095436453819
2023-02-15-12-32-48.846630708,-0.031384099274873734,-0.013118418864905834,-0.04137132316827774
2023-02-15-12-32-48.862646062,-0.03138506039977074,-0.013116596266627312,-0.04137302562594414
2023-02-15-12-32-48.878598600,-0.031388118863105774,-0.013128803111612797,-0.041376274079084396
2023-02-15-12-32-48.894602125,-0.031387947499752045,-0.013131286017596722,-0.041373420506715775
2023-02-15-12-32-48.910544857,-0.031385552138090134,-0.01312344241887331,-0.04137421399354935
2023-02-15-12-32-48.926583214,-0.03139118105173111,-0.013121402822434902,-0.041383448988199234
2023-02-15-12-32-48.942498085,-0.03138010576367378,-0.01311423908919096,-0.04137416556477547
2023-02-15-12-32-48.958540700,-0.03139355033636093,-0.013111631385982037,-0.0413823164999485
2023-02-15-12-32-48.974486008,-0.031403131783008575,-0.013120154850184917,-0.04138532653450966
2023-02-15-12-32-48.990497729,-0.031402796506881714,-0.013111431151628494,-0.041386526077985764
2023-02-15-12-32-49.006481130,-0.031406253576278687,-0.013105995953083038,-0.041388824582099915
2023-02-15-12-32-49.022477459,-0.031396884471178055,-0.013101547956466675,-0.04139140248298645
2023-02-15-12-32-49.038456371,-0.0313965380191803,-0.01310028601437807,-0.04139409959316254
2023-02-15-12-32-49.054459886,-0.03138899430632591,-0.013103236444294453,-0.04139356687664986
2023-02-15-12-32-49.070412711,-0.03139045089483261,-0.013102180324494839,-0.04138951003551483
2023-02-15-12-32-49.086457572,-0.03138940781354904,-0.013098077848553658,-0.04138755425810814
2023-02-15-12-32-49.102413901,-0.03138459846377373,-0.013094697147607803,-0.04138407111167908
2023-02-15-12-32-49.118462702,-0.03139256685972214,-0.013091512024402618,-0.041383206844329834
2023-02-15-12-32-49.134376885,-0.03139757737517357,-0.013094534166157246,-0.04137970134615898
2023-02-15-12-32-49.150404778,-0.031395621597766876,-0.013090668246150017,-0.04138050228357315
2023-02-15-12-32-49.166402205,-0.03138355165719986,-0.013091902248561382,-0.04138556867837906
2023-02-15-12-32-49.182451326,-0.031383633613586426,-0.01308582816272974,-0.04138780012726784
2023-02-15-12-32-49.198350925,-0.03140784427523613,-0.013088792562484741,-0.04138905927538872
2023-02-15-12-32-49.214343372,-0.031405918300151825,-0.013081997632980347,-0.04138947278261185
2023-02-15-12-32-49.230330967,-0.031408559530973434,-0.013072234578430653,-0.04139646887779236
2023-02-15-12-32-49.246321142,-0.03140616416931152,-0.013070783577859402,-0.04139915481209755
2023-02-15-12-32-49.262315910,-0.03140052407979965,-0.01305915042757988,-0.04140011593699455
