TIME,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags,roll,pitch,yaw
2023-02-15-12-05-28.118920271,,,,,,55.722660064697266,55.722660064697266,55.722660064697266,,,,5.593911170959473,5.594603061676025,1.8077163696289062,-0.025465097278356552,-0.016303785145282745,0.664784848690033,0.0009385183802805841,0.0009422266739420593,0.17000000178813934,2.0,1.0,1025.0,-0.029186829924583435,-0.016465503722429276,0.08848149329423904
2023-02-15-12-05-28.151567189,,,,,,,,,,,,,,,,,,,,,,,,-0.02920731157064438,-0.016468528658151627,0.088482566177845
2023-02-15-12-05-28.151655621,,,,,,55.722660064697266,55.722660064697266,55.722660064697266,,,,5.593911170959473,5.594603061676025,1.8077163696289062,-0.02547289989888668,-0.016298117116093636,0.6647899746894836,0.0009385183802805841,0.0009422266739420593,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-05-28.184632414,,,,,,,,,,,,,,,,,,,,,,,,-0.02920919843018055,-0.0164830032736063,0.0884881541132927
2023-02-15-12-05-28.184717025,,,,,,55.722660064697266,55.722660064697266,55.722660064697266,,,,5.593911170959473,5.594603061676025,1.8077163696289062,-0.025492269545793533,-0.016318652778863907,0.6647893786430359,0.0009385183802805841,0.0009422266739420593,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-05-28.217527476,,,,,,,,,,,,,,,,,,,,,,,,-0.029209021478891373,-0.016468465328216553,0.08848536759614944
2023-02-15-12-05-28.217614821,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.025484303012490273,-0.016301294788718224,0.664793074131012,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-05-28.250526310,,,,,,,,,,,,,,,,,,,,,,,,-0.029196545481681824,-0.016464587301015854,0.08848175406455994
2023-02-15-12-05-28.250607506,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.025483012199401855,-0.016294710338115692,0.6647878289222717,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-05-28.283519734,,,,,,,,,,,,,,,,,,,,,,,,-0.029213614761829376,-0.01646582968533039,0.08847054094076157
2023-02-15-12-05-28.283590400,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.025497401133179665,-0.01629832573235035,0.6647821664810181,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-05-28.316560073,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.02548871375620365,-0.016299637034535408,0.664788007736206,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,-0.02921055257320404,-0.016459748148918152,0.08848386257886887
2023-02-15-12-05-28.349497234,,,,,,,,,,,,,,,,,,,,,,,,-0.029207808896899223,-0.016468139365315437,0.08847561478614807
2023-02-15-12-05-28.349573196,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.02548174187541008,-0.016308434307575226,0.6647934317588806,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-05-28.382481671,,,,,,,,,,,,,,,,,,,,,,,,-0.029214028269052505,-0.016469934955239296,0.08848240226507187
2023-02-15-12-05-28.382566956,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.02549249492585659,-0.016299067065119743,0.664795458316803,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-05-28.415474627,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.02549329772591591,-0.016308201476931572,0.6647948622703552,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,-0.02921706810593605,-0.01646883599460125,0.08848212659358978
2023-02-15-12-05-28.448446601,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.025483058765530586,-0.01630122773349285,0.6647842526435852,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,-0.02920626662671566,-0.016461340710520744,0.08847039192914963
2023-02-15-12-05-28.481450071,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.025488760322332382,-0.016302352771162987,0.664790689945221,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,-0.029211850836873055,-0.01646830514073372,0.0884753167629242
2023-02-15-12-05-28.514446732,,,,,,55.722076416015625,55.722076416015625,55.722076416015625,,,,5.594144821166992,5.594836711883545,1.8076914548873901,-0.025492999702692032,-0.016302645206451416,0.66478031873703,0.0009385487646795809,0.0009422266157343984,0.17000000178813934,2.0,1.0,1025.0,-0.029215669259428978,-0.016463277861475945,0.08846825361251831
