TIME,roll,pitch,yaw,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags
2023-02-15-12-06-32.568077839,-0.029115477576851845,-0.016676638275384903,0.08580633252859116,,,,,,55.64740753173828,55.64740753173828,55.64740753173828,,,,5.6239142417907715,5.624596118927002,1.8045060634613037,-0.024799184873700142,-0.016682486981153488,0.659501850605011,0.000944834086112678,0.0009392767096869648,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.600711580,-0.029122203588485718,-0.01669047214090824,0.0858064517378807,,,,,,55.64740753173828,55.64740753173828,55.64740753173828,,,,5.6239142417907715,5.624596118927002,1.8045060634613037,-0.024810029193758965,-0.016694514080882072,0.6595035195350647,0.000944834086112678,0.0009392767096869648,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.633685351,-0.029137665405869484,-0.016684066504240036,0.08580603450536728,,,,,,55.64740753173828,55.64740753173828,55.64740753173828,,,,5.6239142417907715,5.624596118927002,1.8045060634613037,-0.0248116422444582,-0.016691792756319046,0.6594975590705872,0.000944834086112678,0.0009392767096869648,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.666695478,-0.029139019548892975,-0.016692135483026505,0.08581370115280151,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-32.666783767,,,,,,,,,55.64740753173828,55.64740753173828,55.64740753173828,,,,5.6239142417907715,5.624596118927002,1.8045060634613037,-0.024823667481541634,-0.01670076698064804,0.6595007181167603,0.000944834086112678,0.0009392767096869648,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.699676805,-0.029130656272172928,-0.016700567677617073,0.08580836653709412,,,,,,55.64740753173828,55.64740753173828,55.64740753173828,,,,5.6239142417907715,5.624596118927002,1.8045060634613037,-0.024809258058667183,-0.01670335792005062,0.6595004200935364,0.000944834086112678,0.0009392767096869648,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.732514329,-0.029131706804037094,-0.0166934784501791,0.08581128716468811,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-32.732594135,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024816690012812614,-0.016705650836229324,0.6594986319541931,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.765523348,-0.029142901301383972,-0.016697051003575325,0.08581167459487915,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-32.765613177,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024826640263199806,-0.01670055091381073,0.6595063209533691,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.798495401,-0.029140327125787735,-0.016699019819498062,0.08581868559122086,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-32.798572052,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024823134765028954,-0.016701603308320045,0.6595059633255005,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.831480113,-0.029141921550035477,-0.016693569719791412,0.08580813556909561,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-32.831562720,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.02483110874891281,-0.016709206625819206,0.6594924330711365,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.864491743,-0.029140755534172058,-0.01669786125421524,0.08580324798822403,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-32.864585342,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024825764819979668,-0.016706855967640877,0.6594880819320679,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.897474329,-0.029131917282938957,-0.01668519899249077,0.08579825609922409,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024814490228891373,-0.016696786507964134,0.6594842076301575,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.930424223,-0.02913978323340416,-0.016681991517543793,0.08580078929662704,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-32.930508546,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024813804775476456,-0.01669744960963726,0.6594887375831604,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.963449524,-0.029133090749382973,-0.01667819544672966,0.08580560982227325,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-32.963528340,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024818437173962593,-0.016691233962774277,0.6594932079315186,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-32.996491657,-0.02913842909038067,-0.01666850782930851,0.0857996791601181,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024818778038024902,-0.01668088324368,0.6594840884208679,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-33.029382042,-0.029144199565052986,-0.016674889251589775,0.08578658849000931,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-33.029476077,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024819549173116684,-0.016682447865605354,0.6594721078872681,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-33.062415872,-0.02914499305188656,-0.016673605889081955,0.0857844203710556,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-33.062502150,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.02482529543340206,-0.01668822206556797,0.6594681143760681,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-33.095414393,-0.029141582548618317,-0.016669685021042824,0.08578863739967346,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.02481938898563385,-0.016690479591488838,0.659466564655304,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-33.128334580,-0.02914012223482132,-0.016674157232046127,0.08578288555145264,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-33.128429999,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.02481820620596409,-0.016692213714122772,0.6594687700271606,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-33.171281384,-0.029147274792194366,-0.016673428937792778,0.085778146982193,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024821307510137558,-0.016686180606484413,0.6594642400741577,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-33.194315819,-0.029154058545827866,-0.01666661910712719,0.08577647805213928,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-33.194413543,,,,,,,,,55.64682388305664,55.64682388305664,55.64682388305664,,,,5.6241455078125,5.6248273849487305,1.8044811487197876,-0.024830223992466927,-0.016678014770150185,0.6594617962837219,0.0009448485216125846,0.0009392459178343415,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-33.227269981,-0.029158854857087135,-0.016651611775159836,0.08577718585729599,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-33.227346688,,,,,,,,,55.646240234375,55.646240234375,55.646240234375,,,,5.6243767738342285,5.625058650970459,1.804456353187561,-0.024835379794239998,-0.01667935587465763,0.6594575643539429,0.0009448713390156627,0.0009392060455866158,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-33.260339857,-0.029155168682336807,-0.016664016991853714,0.08577904105186462,,,,,,55.646240234375,55.646240234375,55.646240234375,,,,5.6243767738342285,5.625058650970459,1.804456353187561,-0.024830562993884087,-0.016684232279658318,0.6594619750976562,0.0009448713390156627,0.0009392060455866158,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-33.293191552,-0.029152100905776024,-0.01666761003434658,0.08577633649110794,,,,,,,,,,,,,,,,,,,,,,,
