TIME,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags,roll,pitch,yaw
2023-02-15-12-06-00.953687885,,,,,,55.68414306640625,55.68414306640625,55.68414306640625,,,,5.609295845031738,5.609982490539551,1.8060729503631592,-0.024910736829042435,-0.01615230366587639,0.6620503067970276,0.0009419971611350775,0.0009412514045834541,0.17000000178813934,2.0,1.0,1025.0,-0.029132654890418053,-0.016478728502988815,0.08697284758090973
2023-02-15-12-06-00.986322570,,,,,,55.68414306640625,55.68414306640625,55.68414306640625,,,,5.609295845031738,5.609982490539551,1.8060729503631592,-0.024901632219552994,-0.01614345610141754,0.6620445251464844,0.0009419971611350775,0.0009412514045834541,0.17000000178813934,2.0,1.0,1025.0,-0.029116438701748848,-0.016473593190312386,0.08696182072162628
2023-02-15-12-06-01.019243491,,,,,,,,,,,,,,,,,,,,,,,,-0.02912900410592556,-0.016480019316077232,0.08697166293859482
2023-02-15-12-06-01.019337884,,,,,,55.68414306640625,55.68414306640625,55.68414306640625,,,,5.609295845031738,5.609982490539551,1.8060729503631592,-0.024902626872062683,-0.016146333888173103,0.6620460748672485,0.0009419971611350775,0.0009412514045834541,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-01.052267913,,,,,,,,,,,,,,,,,,,,,,,,-0.02914968505501747,-0.01646912284195423,0.0869702622294426
2023-02-15-12-06-01.052348439,,,,,,55.68414306640625,55.68414306640625,55.68414306640625,,,,5.609295845031738,5.609982490539551,1.8060729503631592,-0.02492167055606842,-0.016141174361109734,0.662041962146759,0.0009419971611350775,0.0009412514045834541,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-01.085267592,,,,,,55.68414306640625,55.68414306640625,55.68414306640625,,,,5.609295845031738,5.609982490539551,1.8060729503631592,-0.024934791028499603,-0.016142969951033592,0.6620438694953918,0.0009419971611350775,0.0009412514045834541,0.17000000178813934,2.0,1.0,1025.0,-0.029153946787118912,-0.016475973650813103,0.08697717636823654
2023-02-15-12-06-01.118291245,,,,,,55.68414306640625,55.68414306640625,55.68414306640625,,,,5.609295845031738,5.609982490539551,1.8060729503631592,-0.024951932951807976,-0.01616162806749344,0.6620543003082275,0.0009419971611350775,0.0009412514045834541,0.17000000178813934,2.0,1.0,1025.0,-0.029166147112846375,-0.01648649200797081,0.08698619157075882
2023-02-15-12-06-01.151370037,,,,,,55.68414306640625,55.68414306640625,55.68414306640625,,,,5.609295845031738,5.609982490539551,1.8060729503631592,-0.024940259754657745,-0.0161519143730402,0.6620495915412903,0.0009419971611350775,0.0009412514045834541,0.17000000178813934,2.0,1.0,1025.0,-0.02916872501373291,-0.01648121327161789,0.08699493855237961
2023-02-15-12-06-01.184162877,,,,,,,,,,,,,,,,,,,,,,,,-0.029172925278544426,-0.016483565792441368,0.08698013424873352
2023-02-15-12-06-01.184244485,,,,,,55.68414306640625,55.68414306640625,55.68414306640625,,,,5.609295845031738,5.609982490539551,1.8060729503631592,-0.024949874728918076,-0.016149921342730522,0.6620395183563232,0.0009419971611350775,0.0009412514045834541,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-01.217200203,,,,,,,,,,,,,,,,,,,,,,,,-0.029181335121393204,-0.01648617349565029,0.08698421716690063
2023-02-15-12-06-01.217284644,,,,,,55.68355941772461,55.68355941772461,55.68355941772461,,,,5.609528541564941,5.610214710235596,1.806048035621643,-0.024963799864053726,-0.016155384480953217,0.6620399355888367,0.0009420639835298061,0.0009412222425453365,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-01.250135934,,,,,,,,,,,,,,,,,,,,,,,,-0.029183141887187958,-0.016482733190059662,0.08696979284286499
2023-02-15-12-06-01.250213731,,,,,,55.68355941772461,55.68355941772461,55.68355941772461,,,,5.609528541564941,5.610214710235596,1.806048035621643,-0.024955157190561295,-0.01615353487432003,0.6620221138000488,0.0009420639835298061,0.0009412222425453365,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-01.283207776,,,,,,55.68355941772461,55.68355941772461,55.68355941772461,,,,5.609528541564941,5.610214710235596,1.806048035621643,-0.024957558140158653,-0.016152361407876015,0.6620094180107117,0.0009420639835298061,0.0009412222425453365,0.17000000178813934,2.0,1.0,1025.0,-0.029173297807574272,-0.0164767038077116,0.08696276694536209
2023-02-15-12-06-01.316074132,,,,,,,,,,,,,,,,,,,,,,,,-0.029188919812440872,-0.01648075133562088,0.08695945888757706
2023-02-15-12-06-01.316148234,,,,,,55.68355941772461,55.68355941772461,55.68355941772461,,,,5.609528541564941,5.610214710235596,1.806048035621643,-0.024969885125756264,-0.01614748127758503,0.6620075106620789,0.0009420639835298061,0.0009412222425453365,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-01.349140985,,,,,,,,,,,,,,,,,,,,,,,,-0.02919573150575161,-0.016494303941726685,0.08695542812347412
2023-02-15-12-06-01.349226817,,,,,,55.68355941772461,55.68355941772461,55.68355941772461,,,,5.609528541564941,5.610214710235596,1.806048035621643,-0.0249779112637043,-0.01616832986474037,0.6619956493377686,0.0009420639835298061,0.0009412222425453365,0.17000000178813934,2.0,1.0,1025.0,,,
