TIME,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags,roll,pitch,yaw
2023-02-15-12-06-42.829486784,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024824468418955803,-0.016783012077212334,0.6590508222579956,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,-0.029145028442144394,-0.016704723238945007,0.08552723377943039
2023-02-15-12-06-42.863233888,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024819212034344673,-0.016791079193353653,0.6590427160263062,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,-0.02913808450102806,-0.016710123047232628,0.08552125841379166
2023-02-15-12-06-42.896102581,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024823790416121483,-0.016780678182840347,0.6590498685836792,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,-0.029142335057258606,-0.01669708639383316,0.08552764356136322
2023-02-15-12-06-42.929156548,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024824200198054314,-0.016780462116003036,0.6590560674667358,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,-0.029135145246982574,-0.016690514981746674,0.08553948253393173
2023-02-15-12-06-42.962125981,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024821190163493156,-0.016785146668553352,0.6590657830238342,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,-0.02914571389555931,-0.016702868044376373,0.08554085344076157
2023-02-15-12-06-42.995050747,,,,,,,,,,,,,,,,,,,,,,,,-0.029147692024707794,-0.016701774671673775,0.08553817123174667
2023-02-15-12-06-42.995124471,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024828026071190834,-0.016781916841864586,0.6590543985366821,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-43.028100385,,,,,,,,,,,,,,,,,,,,,,,,-0.029140710830688477,-0.016691921278834343,0.08552952855825424
2023-02-15-12-06-43.028285929,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024815766140818596,-0.016782350838184357,0.6590460538864136,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-43.061096558,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024804744869470596,-0.0167926587164402,0.6590467095375061,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,-0.029126843437552452,-0.016700604930520058,0.08552667498588562
2023-02-15-12-06-43.094037930,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024811113253235817,-0.016795866191387177,0.6590495705604553,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,-0.02912827767431736,-0.0167054645717144,0.08552829176187515
2023-02-15-12-06-43.126988840,,,,,,,,,,,,,,,,,,,,,,,,-0.02912326343357563,-0.016699297353625298,0.0855385884642601
2023-02-15-12-06-43.127087317,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024807801470160484,-0.016791529953479767,0.6590583324432373,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-43.159985863,,,,,,,,,,,,,,,,,,,,,,,,-0.02912784554064274,-0.016705162823200226,0.08553988486528397
2023-02-15-12-06-43.160086240,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.02480815164744854,-0.016788316890597343,0.6590615510940552,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-43.192923528,,,,,,,,,,,,,,,,,,,,,,,,-0.029122814536094666,-0.01669679768383503,0.08552180975675583
2023-02-15-12-06-43.193025622,,,,,,55.635169982910156,55.635169982910156,55.635169982910156,,,,5.628772735595703,5.629453659057617,1.80398428440094,-0.024800758808851242,-0.016788305714726448,0.6590430736541748,0.0009451780933886766,0.0009386702440679073,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-43.225962674,,,,,,,,,,,,,,,,,,,,,,,,-0.02913942001760006,-0.01670639030635357,0.08552073687314987
2023-02-15-12-06-43.226066460,,,,,,55.634586334228516,55.634586334228516,55.634586334228516,,,,5.629004001617432,5.6296844482421875,1.8039593696594238,-0.02481389045715332,-0.01679041050374508,0.6590405702590942,0.0009451707010157406,0.0009386339224874973,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-43.258895814,,,,,,,,,,,,,,,,,,,,,,,,-0.029141688719391823,-0.016707606613636017,0.08552010357379913
2023-02-15-12-06-43.258998008,,,,,,55.634586334228516,55.634586334228516,55.634586334228516,,,,5.629004001617432,5.6296844482421875,1.8039593696594238,-0.02482389286160469,-0.016799062490463257,0.6590361595153809,0.0009451707010157406,0.0009386339224874973,0.17000000178813934,2.0,1.0,1025.0,,,
