TIME,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags,roll,pitch,yaw
2023-02-15-12-06-59.429432253,,,,,,55.61592483520508,55.61592483520508,55.61592483520508,,,,5.636390209197998,5.637069225311279,1.8031638860702515,-0.024838821962475777,-0.017217690125107765,0.657874584197998,0.0009443609160371125,0.0009376154630444944,0.17000000178813934,2.0,1.0,1025.0,-0.02915801666676998,-0.01678343676030636,0.08486088365316391
2023-02-15-12-06-59.462032596,,,,,,,,,,,,,,,,,,,,,,,,-0.029164809733629227,-0.016786739230155945,0.08485201746225357
2023-02-15-12-06-59.462120707,,,,,,55.61592483520508,55.61592483520508,55.61592483520508,,,,5.636390209197998,5.637069225311279,1.8031638860702515,-0.02484128437936306,-0.01720544695854187,0.6578665375709534,0.0009443609160371125,0.0009376154630444944,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-59.495059603,,,,,,55.61592483520508,55.61592483520508,55.61592483520508,,,,5.636390209197998,5.637069225311279,1.8031638860702515,-0.024850282818078995,-0.017225274816155434,0.6578576564788818,0.0009443609160371125,0.0009376154630444944,0.17000000178813934,2.0,1.0,1025.0,-0.02917066216468811,-0.016799064353108406,0.08483799546957016
2023-02-15-12-06-59.528017104,,,,,,,,,,,,,,,,,,,,,,,,-0.029167361557483673,-0.016800453886389732,0.08484251797199249
2023-02-15-12-06-59.528095954,,,,,,55.61592483520508,55.61592483520508,55.61592483520508,,,,5.636390209197998,5.637069225311279,1.8031638860702515,-0.02485286071896553,-0.01722855493426323,0.6578522324562073,0.0009443609160371125,0.0009376154630444944,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-59.561024402,,,,,,55.61592483520508,55.61592483520508,55.61592483520508,,,,5.636390209197998,5.637069225311279,1.8031638860702515,-0.024847913533449173,-0.01723121479153633,0.6578575372695923,0.0009443609160371125,0.0009376154630444944,0.17000000178813934,2.0,1.0,1025.0,-0.02916860394179821,-0.01679936796426773,0.08484845608472824
2023-02-15-12-06-59.593979729,,,,,,,,,,,,,,,,,,,,,,,,-0.02915709652006626,-0.01679173856973648,0.08485289663076401
2023-02-15-12-06-59.594073905,,,,,,55.61592483520508,55.61592483520508,55.61592483520508,,,,5.636390209197998,5.637069225311279,1.8031638860702515,-0.024837851524353027,-0.017231551930308342,0.6578630208969116,0.0009443609160371125,0.0009376154630444944,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-06-59.626922785,,,,,,,,,,,,,,,,,,,,,,,,-0.029157742857933044,-0.016807228326797485,0.08484679460525513
