0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2023-02-15-12-09-48.883021161,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.025426741689443588,-0.01662600412964821,0.6654362082481384,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,-0.029269607737660408,-0.016491524875164032,0.07590702921152115
2023-02-15-12-09-48.916744741,,,,,,,,,,,,,,,,,,,,,,,,-0.029263678938150406,-0.01649497076869011,0.0758981853723526
2023-02-15-12-09-48.916830457,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.025417067110538483,-0.016625523567199707,0.6654388904571533,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-09-48.949677397,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.025407632812857628,-0.01660730689764023,0.6654546856880188,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,-0.02925555221736431,-0.016474634408950806,0.07590547949075699
2023-02-15-12-09-48.982616321,,,,,,,,,,,,,,,,,,,,,,,,-0.029246613383293152,-0.016471777111291885,0.07590863853693008
2023-02-15-12-09-48.982699442,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.02540341392159462,-0.016606729477643967,0.6654638648033142,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-09-49.015659919,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.025410033762454987,-0.01662271097302437,0.6654676198959351,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,-0.02925344556570053,-0.016492953523993492,0.07590674608945847
2023-02-15-12-09-49.048633327,,,,,,,,,,,,,,,,,,,,,,,,-0.02925601601600647,-0.016494685783982277,0.07591650635004044
2023-02-15-12-09-49.048712647,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.025408459827303886,-0.016625333577394485,0.6654811501502991,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-09-49.081620535,,,,,,,,,,,,,,,,,,,,,,,,-0.029252193868160248,-0.016499057412147522,0.07592104375362396
2023-02-15-12-09-49.081714781,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.025403350591659546,-0.01662510633468628,0.6654960513114929,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-09-49.114569860,,,,,,,,,,,,,,,,,,,,,,,,-0.029240543022751808,-0.01648366078734398,0.07591994106769562
2023-02-15-12-09-49.114645155,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.025394689291715622,-0.016611840575933456,0.6655020117759705,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-09-49.147551329,,,,,,,,,,,,,,,,,,,,,,,,-0.02923678606748581,-0.016475269570946693,0.07590872049331665
2023-02-15-12-09-49.147627346,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.02538987807929516,-0.016605252400040627,0.6654895544052124,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-09-49.180545887,,,,,,,,,,,,,,,,,,,,,,,,-0.029241148382425308,-0.016462113708257675,0.07590772211551666
2023-02-15-12-09-49.180623374,,,,,,55.41878890991211,55.41878890991211,55.41878890991211,,,,5.713642597198486,5.714305400848389,1.7947686910629272,-0.02538781240582466,-0.016594991087913513,0.6654971837997437,0.0009406718309037387,0.0009367919992655516,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-09-49.213552797,,,,,,,,,,,,,,,,,,,,,,,,-0.029224121943116188,-0.016472257673740387,0.07591163367033005
2023-02-15-12-09-49.213627971,,,,,,55.418209075927734,55.418209075927734,55.418209075927734,,,,5.713867664337158,5.7145304679870605,1.7947440147399902,-0.025380466133356094,-0.016601767390966415,0.6655089855194092,0.0009406755561940372,0.0009367963648401201,0.17000000178813934,2.0,1.0,1025.0,,,
