TIME,roll,pitch,yaw
2023-02-15-12-31-40.132125109,-0.031137939542531967,-0.013120305724442005,-0.03741686791181564
2023-02-15-12-31-40.147873491,-0.031142881140112877,-0.013108238577842712,-0.037426263093948364
2023-02-15-12-31-40.163856747,-0.031136978417634964,-0.013104300014674664,-0.0374206006526947
2023-02-15-12-31-40.180019164,-0.03113405406475067,-0.013101804070174694,-0.03742682561278343
2023-02-15-12-31-40.195871141,-0.03113076277077198,-0.013112992979586124,-0.03742873668670654
2023-02-15-12-31-40.211806185,-0.031136931851506233,-0.013112219050526619,-0.037429116666316986
2023-02-15-12-31-40.227785251,-0.03113727457821369,-0.01311520766466856,-0.03743140399456024
2023-02-15-12-31-40.243726302,-0.031141242012381554,-0.013117506168782711,-0.03743144869804382
2023-02-15-12-31-40.259823201,-0.031146936118602753,-0.013118539936840534,-0.03743249550461769
2023-02-15-12-31-40.275789235,-0.031148230656981468,-0.013120223768055439,-0.03743685781955719
2023-02-15-12-31-40.291757425,-0.0311434306204319,-0.013126624748110771,-0.037436988204717636
2023-02-15-12-31-40.307705454,-0.031152281910181046,-0.013131682761013508,-0.03742881119251251
2023-02-15-12-31-40.323773794,-0.031159956008195877,-0.013132764026522636,-0.03743031620979309
2023-02-15-12-31-40.339747465,-0.03117554634809494,-0.01312408596277237,-0.03743666782975197
2023-02-15-12-31-40.355765356,-0.03117995336651802,-0.01312765758484602,-0.03744056820869446
2023-02-15-12-31-40.371752700,-0.031178556382656097,-0.013126466423273087,-0.03744693472981453
2023-02-15-12-31-40.387711994,-0.03118116222321987,-0.013133453205227852,-0.037445317953825
2023-02-15-12-31-40.403736245,-0.031176364049315453,-0.013135061599314213,-0.03744618967175484
2023-02-15-12-31-40.419735575,-0.03117056004703045,-0.013126212172210217,-0.03743794187903404
2023-02-15-12-31-40.435724812,-0.031185096129775047,-0.013125364668667316,-0.037431515753269196
2023-02-15-12-31-40.451707557,-0.031197713688015938,-0.01312551274895668,-0.03743714094161987
2023-02-15-12-31-40.467668836,-0.031197944656014442,-0.013123970478773117,-0.03743399307131767
2023-02-15-12-31-40.483674745,-0.031200040131807327,-0.013123472221195698,-0.03743884712457657
2023-02-15-12-31-40.499691559,-0.031199540942907333,-0.01313379779458046,-0.037444110959768295
2023-02-15-12-31-40.515693029,-0.031181005761027336,-0.013119792565703392,-0.03745810687541962
2023-02-15-12-31-40.531646702,-0.031184213235974312,-0.013125323690474033,-0.037460699677467346
2023-02-15-12-31-40.547679185,-0.03117644414305687,-0.013119342736899853,-0.03745874762535095
2023-02-15-12-31-40.563649818,-0.03116501495242119,-0.013126663863658905,-0.03746740520000458
2023-02-15-12-31-40.579673120,-0.03116542473435402,-0.013142166659235954,-0.03747512027621269
2023-02-15-12-31-40.595638528,-0.03115878626704216,-0.013138225302100182,-0.03746599704027176
2023-02-15-12-31-40.611620444,-0.031165549531579018,-0.013138455338776112,-0.03747263550758362
2023-02-15-12-31-40.627577405,-0.031168753281235695,-0.01312536932528019,-0.03746924549341202
2023-02-15-12-31-40.643571794,-0.031164856627583504,-0.013130399398505688,-0.03747905045747757
2023-02-15-12-31-40.659632688,-0.031169071793556213,-0.013118182308971882,-0.03748141974210739
2023-02-15-12-31-40.675527532,-0.03117823228240013,-0.013112225569784641,-0.037486396729946136
2023-02-15-12-31-40.691544292,-0.031181374564766884,-0.013109449297189713,-0.03748953714966774
2023-02-15-12-31-40.707561335,-0.031187310814857483,-0.013099792413413525,-0.0374920554459095
2023-02-15-12-31-40.723513118,-0.031182842329144478,-0.013102442026138306,-0.03749016299843788
2023-02-15-12-31-40.739478522,-0.031181085854768753,-0.013111160136759281,-0.03748670592904091
2023-02-15-12-31-40.755501865,-0.0311755258589983,-0.0131029412150383,-0.03748973831534386
2023-02-15-12-31-40.771549371,-0.031176380813121796,-0.013097151182591915,-0.03747817501425743
2023-02-15-12-31-40.787507163,-0.03118710219860077,-0.01309483963996172,-0.03747111186385155
2023-02-15-12-31-40.803463527,-0.0311843603849411,-0.013086001388728619,-0.037470392882823944
2023-02-15-12-31-40.819506592,-0.031195810064673424,-0.013085152953863144,-0.0374639630317688
2023-02-15-12-31-40.835424232,-0.03119504265487194,-0.013079860247671604,-0.037469737231731415
2023-02-15-12-31-40.851445326,-0.03118765540421009,-0.013076714240014553,-0.03747478500008583
2023-02-15-12-31-40.867485464,-0.03118017315864563,-0.01307034119963646,-0.037476055324077606
2023-02-15-12-31-40.883409465,-0.031188171356916428,-0.013076375238597393,-0.03747883439064026
2023-02-15-12-31-40.899451571,-0.03118634596467018,-0.01307955663651228,-0.037481196224689484
2023-02-15-12-31-40.915463340,-0.031194422394037247,-0.01307793240994215,-0.03747932240366936
2023-02-15-12-31-40.931454271,-0.03119301237165928,-0.013078582473099232,-0.03747379407286644
2023-02-15-12-31-40.947427248,-0.031186873093247414,-0.01306231040507555,-0.03748172149062157
2023-02-15-12-31-40.963449261,-0.03118661418557167,-0.013061558827757835,-0.03748004883527756
2023-02-15-12-31-40.979432942,-0.03118288703262806,-0.013077592477202415,-0.03748885169625282
2023-02-15-12-31-40.995459203,-0.031196674332022667,-0.013077390380203724,-0.03747835382819176
2023-02-15-12-31-41.011389775,-0.031191471964120865,-0.013066940940916538,-0.03747371584177017
2023-02-15-12-31-41.027402828,-0.03120122104883194,-0.013075410388410091,-0.03747554495930672
2023-02-15-12-31-41.043403473,-0.0311965961009264,-0.013067795895040035,-0.037477437406778336
2023-02-15-12-31-41.059436806,-0.031213246285915375,-0.013072756119072437,-0.03748523071408272
2023-02-15-12-31-41.075422344,-0.031208986416459084,-0.013077647425234318,-0.03749232739210129
2023-02-15-12-31-41.091434829,-0.031199144199490547,-0.013073574751615524,-0.03749176859855652
2023-02-15-12-31-41.107446688,-0.031203214079141617,-0.013066978193819523,-0.03750098869204521
2023-02-15-12-31-41.123415894,-0.031198032200336456,-0.013061769306659698,-0.037499312311410904
2023-02-15-12-31-41.139435385,-0.03118472546339035,-0.013066079467535019,-0.03749791532754898
2023-02-15-12-31-41.155328401,-0.03118825890123844,-0.01306883618235588,-0.037500061094760895
2023-02-15-12-31-41.171293594,-0.031177818775177002,-0.013069762848317623,-0.037496261298656464
2023-02-15-12-31-41.187307722,-0.031190305948257446,-0.013082588091492653,-0.03750522807240486
2023-02-15-12-31-41.203320525,-0.0311858169734478,-0.013081293553113937,-0.03750168904662132
2023-02-15-12-31-41.219339584,-0.031187932938337326,-0.01307558361440897,-0.03749987483024597
2023-02-15-12-31-41.235279257,-0.031187737360596657,-0.013077600859105587,-0.037505488842725754
2023-02-15-12-31-41.251246066,-0.03119424730539322,-0.01307617872953415,-0.0375053696334362
2023-02-15-12-31-41.267220066,-0.031203975901007652,-0.013078903779387474,-0.037510741502046585
2023-02-15-12-31-41.283298553,-0.031201720237731934,-0.013089584186673164,-0.037514083087444305
2023-02-15-12-31-41.299253083,-0.03119555488228798,-0.01308329589664936,-0.03751738369464874
2023-02-15-12-31-41.315279453,-0.0311916321516037,-0.013091697357594967,-0.03751716390252113
2023-02-15-12-31-41.331211541,-0.031195787712931633,-0.01309904083609581,-0.03751641511917114
2023-02-15-12-31-41.331266586,-0.031194578856229782,-0.013095971196889877,-0.03751196712255478
2023-02-15-12-31-41.347220516,-0.03120824322104454,-0.01310641784220934,-0.037512339651584625
2023-02-15-12-31-41.363213080,-0.031200451776385307,-0.013110453262925148,-0.03751549497246742
2023-02-15-12-31-41.379250557,-0.03120001032948494,-0.013109986670315266,-0.037513602524995804
2023-02-15-12-31-41.395199303,-0.031202415004372597,-0.01311169471591711,-0.03751097247004509
2023-02-15-12-31-41.411128920,-0.031214671209454536,-0.013111921027302742,-0.03751355782151222
2023-02-15-12-31-41.427179724,-0.031206581741571426,-0.013112583197653294,-0.03751705586910248
2023-02-15-12-31-41.443144557,-0.031210260465741158,-0.013107887469232082,-0.03752497583627701
2023-02-15-12-31-41.459115336,-0.03120419941842556,-0.013111690990626812,-0.03752927482128143
2023-02-15-12-31-41.475070020,-0.031205924227833748,-0.013108511455357075,-0.03752849996089935
2023-02-15-12-31-41.491031763,-0.031209204345941544,-0.01310722716152668,-0.037525858730077744
2023-02-15-12-31-41.507064608,-0.03120947629213333,-0.01310663390904665,-0.03752720355987549
2023-02-15-12-31-41.523082415,-0.031202267855405807,-0.013105926103889942,-0.03752222657203674
2023-02-15-12-31-41.539026221,-0.03120613284409046,-0.013111350126564503,-0.03752555325627327
2023-02-15-12-31-41.555020255,-0.031198611482977867,-0.01309823989868164,-0.0375245027244091
2023-02-15-12-31-41.570992408,-0.031210526823997498,-0.01309793721884489,-0.037516817450523376
2023-02-15-12-31-41.587016456,-0.031210318207740784,-0.013108553364872932,-0.037516999989748
2023-02-15-12-31-41.602985364,-0.031210454180836678,-0.013109637424349785,-0.0375174842774868
2023-02-15-12-31-41.618938247,-0.031211143359541893,-0.013102355413138866,-0.03751673921942711
2023-02-15-12-31-41.618983737,-0.031214822083711624,-0.013093167915940285,-0.037523768842220306
2023-02-15-12-31-41.634942795,-0.03120882250368595,-0.013099579140543938,-0.037524476647377014
2023-02-15-12-31-41.650939827,-0.031219925731420517,-0.013096340931952,-0.037531718611717224
2023-02-15-12-31-41.667027044,-0.0312131866812706,-0.013093257322907448,-0.03753380849957466
2023-02-15-12-31-41.682941126,-0.031220220029354095,-0.013094061054289341,-0.03754596412181854
2023-02-15-12-31-41.698955856,-0.031209072098135948,-0.013090969994664192,-0.037541091442108154
2023-02-15-12-31-41.714916928,-0.031209515407681465,-0.013086269609630108,-0.03754169121384621
2023-02-15-12-31-41.730852891,-0.031224016100168228,-0.01308341696858406,-0.03754718229174614
2023-02-15-12-31-41.746862140,-0.031214140355587006,-0.013087470084428787,-0.037535227835178375
2023-02-15-12-31-41.762848669,-0.031219420954585075,-0.013084478676319122,-0.037537794560194016
2023-02-15-12-31-41.778836369,-0.031201662495732307,-0.013092506676912308,-0.03753456100821495
2023-02-15-12-31-41.794832978,-0.031198915094137192,-0.01309598982334137,-0.0375339649617672
2023-02-15-12-31-41.810807742,-0.03120138868689537,-0.013088525272905827,-0.037531182169914246
2023-02-15-12-31-41.810854311,-0.031196748837828636,-0.01308984961360693,-0.037534091621637344
2023-02-15-12-31-41.826813410,-0.031193653121590614,-0.013082045130431652,-0.037527281790971756
2023-02-15-12-31-41.842805826,-0.031202131882309914,-0.013083594851195812,-0.03752908483147621
2023-02-15-12-31-41.858820902,-0.03119574300944805,-0.013091525062918663,-0.03752904385328293
2023-02-15-12-31-41.874812931,-0.031195785850286484,-0.013085845857858658,-0.037529606372117996
2023-02-15-12-31-41.890842335,-0.03119523636996746,-0.013085740618407726,-0.03752780333161354
2023-02-15-12-31-41.906824630,-0.031177496537566185,-0.0130743607878685,-0.03752285987138748
2023-02-15-12-31-41.922744759,-0.0311843641102314,-0.013072404079139233,-0.03752829134464264
2023-02-15-12-31-41.938799007,-0.03118746727705002,-0.01308470405638218,-0.03754599764943123
2023-02-15-12-31-41.954763146,-0.03118938021361828,-0.013081376440823078,-0.03754479065537453
2023-02-15-12-31-41.970759026,-0.031191162765026093,-0.013076921924948692,-0.03754346817731857
2023-02-15-12-31-41.986821508,-0.03119552694261074,-0.013077952899038792,-0.03753649443387985
2023-02-15-12-31-42.002752045,-0.031192496418952942,-0.013072483241558075,-0.03753693401813507
2023-02-15-12-31-42.018735715,-0.031202219426631927,-0.013086752966046333,-0.03753750026226044
2023-02-15-12-31-42.034744771,-0.03119601123034954,-0.013089408166706562,-0.03754245862364769
2023-02-15-12-31-42.050709160,-0.031190315261483192,-0.01310071162879467,-0.03753691166639328
2023-02-15-12-31-42.066770872,-0.031201716512441635,-0.013097232207655907,-0.03754134476184845
2023-02-15-12-31-42.082736536,-0.031204283237457275,-0.013095417059957981,-0.03753390908241272
2023-02-15-12-31-42.098697875,-0.031212778761982918,-0.013096747919917107,-0.037526555359363556
2023-02-15-12-31-42.114709833,-0.031215501949191093,-0.013100196607410908,-0.037529356777668
2023-02-15-12-31-42.130715042,-0.031199360266327858,-0.013097435235977173,-0.03753243759274483
2023-02-15-12-31-42.146642970,-0.03120790794491768,-0.013098175637423992,-0.03753192350268364
2023-02-15-12-31-42.162666624,-0.031201012432575226,-0.013105387799441814,-0.037534378468990326
2023-02-15-12-31-42.178671176,-0.031209038570523262,-0.013104713521897793,-0.03753083571791649
2023-02-15-12-31-42.194614220,-0.031214768067002296,-0.013104221783578396,-0.0375329814851284
2023-02-15-12-31-42.210602937,-0.031219597905874252,-0.013106338679790497,-0.037533119320869446
2023-02-15-12-31-42.210661929,-0.03121238946914673,-0.01310017891228199,-0.037535108625888824
2023-02-15-12-31-42.226612320,-0.031219778582453728,-0.0131111154332757,-0.03754661977291107
