TIME,roll,pitch,yaw,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags
2023-02-15-13-37-47.845893192,-0.034892067313194275,-0.006672381889075041,-0.00036247100797481835,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.043254926800727844,-0.013600034639239311,-0.00038777204463258386,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-47.888745337,-0.03492693603038788,-0.006691013928502798,-0.00035985506838187575,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.0432719849050045,-0.0136092659085989,-0.00038974449853412807,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-47.931742109,-0.03497190400958061,-0.006720399018377066,-0.00036550883669406176,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04328470677137375,-0.013611470349133015,-0.00038956128992140293,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-47.931828839,,,,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.043286312371492386,-0.013616189360618591,-0.00038673728704452515,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-47.974766252,-0.03497959300875664,-0.006731296423822641,-0.000356456235749647,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-13-37-47.974803624,-0.03502056747674942,-0.006747066508978605,-0.0003567752428352833,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04330078512430191,-0.013616686686873436,-0.00038497644709423184,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.017919095,-0.035037845373153687,-0.006751575041562319,-0.0003566098748706281,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04329881817102432,-0.013609260320663452,-0.0003861084987875074,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.017943987,-0.035066839307546616,-0.006779564544558525,-0.00035814291913993657,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.043309859931468964,-0.013622651807963848,-0.0003752244228962809,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.061003111,-0.035093121230602264,-0.006800435949116945,-0.0003592393477447331,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04331851378083229,-0.01363145187497139,-0.00038013551966287196,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.104102728,-0.03512556478381157,-0.006820014212280512,-0.0003669305588118732,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04333660006523132,-0.013633630238473415,-0.00039215225842781365,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.147115925,,,,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04332725331187248,-0.013627258129417896,-0.00039151814416982234,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.147148307,-0.03516846522688866,-0.00684342859312892,-0.0003728444571606815,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04333901032805443,-0.013629836961627007,-0.00039958066190592945,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.147155185,,,,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04334152489900589,-0.013637903146445751,-0.00040095296571962535,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.190307683,-0.035194214433431625,-0.006869510281831026,-0.0003656639892142266,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04334485903382301,-0.013637648895382881,-0.0003910439554601908,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.190331896,-0.03519260510802269,-0.006876044906675816,-0.0003712095785886049,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.043349090963602066,-0.013636781834065914,-0.0003932350082322955,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.233362912,-0.035207074135541916,-0.0068796537816524506,-0.00037283069104887545,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04334622621536255,-0.013642512261867523,-0.00040213079773820937,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.233388437,-0.035216763615608215,-0.006879771593958139,-0.0003642132505774498,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.04334741830825806,-0.013632907532155514,-0.0003896588459610939,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.276516099,-0.035261571407318115,-0.0069029866717755795,-0.0003731497854460031,,,,,,59.99589157104492,59.99589157104492,59.99589157104492,,,,2.007723569869995,2.007723569869995,1.9998085498809814,-0.043351512402296066,-0.013627193868160248,-0.00039859366370365024,0.004084102809429169,0.004085247404873371,0.09996683895587921,2.0,1.0,1026.0
2023-02-15-13-37-48.319582106,-0.03528266027569771,-0.006924384739249945,-0.0003700086672324687,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04334650933742523,-0.013632500544190407,-0.0003955123829655349,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.362614879,,,,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.043354570865631104,-0.013633308000862598,-0.0004023136862087995,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.362656193,-0.035306643694639206,-0.006945576518774033,-0.0003843717568088323,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04335769638419151,-0.013634256087243557,-0.00040568909025751054,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.405795952,-0.03532702103257179,-0.006966574117541313,-0.0003936535504180938,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04336792603135109,-0.01364229992032051,-0.0004204362921882421,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.405817624,,,,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04336557537317276,-0.013643154874444008,-0.0004215299559291452,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.448846616,-0.03534315526485443,-0.006973421201109886,-0.00039804662810638547,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-13-37-48.448893464,-0.035365574061870575,-0.00699436292052269,-0.0004030874406453222,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04336068034172058,-0.01364020723849535,-0.0004319682775530964,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.448899415,-0.03537162020802498,-0.0069958665408194065,-0.00040336340316571295,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-13-37-48.491952796,-0.03540121018886566,-0.00701732886955142,-0.0004092980525456369,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.043363090604543686,-0.013645865023136139,-0.0004320060252211988,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.535022630,-0.035433944314718246,-0.007035679649561644,-0.0004178773961029947,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04337732866406441,-0.013647935353219509,-0.0004398935125209391,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.578198782,-0.03547075763344765,-0.007063178811222315,-0.00042248162208124995,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.0433863028883934,-0.013654770329594612,-0.0004444391233846545,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.621216479,-0.03548121824860573,-0.007072995416820049,-0.0004177721275482327,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.043388184159994125,-0.013655010610818863,-0.0004440983757376671,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.621253291,-0.035512544214725494,-0.007086895406246185,-0.00042003297130577266,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04339948669075966,-0.013656103983521461,-0.0004464724916033447,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.664311929,-0.035525817424058914,-0.007093585561960936,-0.00042775640031322837,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04340654984116554,-0.013653108850121498,-0.0004496581095736474,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.664355033,-0.035552170127630234,-0.007113724015653133,-0.00043431465746834874,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04341498762369156,-0.013663047924637794,-0.00046102056512609124,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.707522972,-0.03557926043868065,-0.00712953694164753,-0.0004370841197669506,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04342653229832649,-0.013661005534231663,-0.00046029925579205155,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.759028504,-0.03559166193008423,-0.007141925394535065,-0.0004415643634274602,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.043424393981695175,-0.013663195073604584,-0.00046533934073522687,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.759074564,-0.03562546893954277,-0.0071669165045022964,-0.00044229807099327445,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.043428003787994385,-0.013669014908373356,-0.00047102742246352136,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.793601721,,,,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.0434240847826004,-0.013673892244696617,-0.00046542371273972094,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.793650282,-0.03566130995750427,-0.007186850067228079,-0.000455082074040547,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04343914985656738,-0.013679052703082561,-0.00047518519568257034,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.836745679,,,,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04343908652663231,-0.013681513257324696,-0.00048418331425637007,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.836783944,-0.03567175567150116,-0.007200274150818586,-0.0004599070525728166,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04343918338418007,-0.013675452210009098,-0.0004827895318157971,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.879782975,,,,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04344211146235466,-0.013675736263394356,-0.00048358115600422025,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.879823030,-0.03570249676704407,-0.007215125951915979,-0.0004654143122024834,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04344843327999115,-0.013678664341568947,-0.0004920748760923743,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.879830965,,,,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04344357177615166,-0.013674464076757431,-0.0004887297982349992,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.922871054,-0.035715240985155106,-0.007219194900244474,-0.0004669013724196702,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-13-37-48.922920180,-0.03573599457740784,-0.007225723471492529,-0.00046735763316974044,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04344785585999489,-0.013660216704010963,-0.0004920504288747907,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-48.922927074,-0.03575343266129494,-0.007227173075079918,-0.0004647898895200342,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-13-37-48.966013240,-0.03578677773475647,-0.007228975649923086,-0.00046159885823726654,,,,,,59.995418548583984,59.995418548583984,59.995418548583984,,,,2.008587121963501,2.008587121963501,1.999786615371704,-0.04345569759607315,-0.013646544888615608,-0.0004791366227436811,0.003874367568641901,0.0038756162393838167,0.09996240586042404,2.0,1.0,1026.0
2023-02-15-13-37-49.009188246,-0.03579731285572052,-0.007228332106024027,-0.0004560353117994964,,,,,,59.99494552612305,59.99494552612305,59.99494552612305,,,,2.0094504356384277,2.0094501972198486,1.9997646808624268,-0.04345376417040825,-0.013635893352329731,-0.00047902960795909166,0.0036948632914572954,0.0036962132435292006,0.09995777904987335,2.0,1.0,1026.0
2023-02-15-13-37-49.009210895,-0.035803619772195816,-0.0072317891754209995,-0.0004550186567939818,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-13-37-49.052225185,-0.03581368923187256,-0.0072308932431042194,-0.00046002966701053083,,,,,,59.99494552612305,59.99494552612305,59.99494552612305,,,,2.0094504356384277,2.0094501972198486,1.9997646808624268,-0.043461911380290985,-0.013632765971124172,-0.0004796794964931905,0.0036948632914572954,0.0036962132435292006,0.09995777904987335,2.0,1.0,1026.0
2023-02-15-13-37-49.052258689,-0.03583391755819321,-0.007250895258039236,-0.00045804132241755724,,,,,,59.99494552612305,59.99494552612305,59.99494552612305,,,,2.0094504356384277,2.0094501972198486,1.9997646808624268,-0.04346548765897751,-0.013630864210426807,-0.0004848981334362179,0.0036948632914572954,0.0036962132435292006,0.09995777904987335,2.0,1.0,1026.0
2023-02-15-13-37-49.095276075,,,,,,,,,59.99494552612305,59.99494552612305,59.99494552612305,,,,2.0094504356384277,2.0094501972198486,1.9997646808624268,-0.043457720428705215,-0.01362537406384945,-0.00048182657337747514,0.0036948632914572954,0.0036962132435292006,0.09995777904987335,2.0,1.0,1026.0
2023-02-15-13-37-49.095315534,-0.03588420897722244,-0.007265955209732056,-0.0004624900175258517,,,,,,59.99494552612305,59.99494552612305,59.99494552612305,,,,2.0094504356384277,2.0094501972198486,1.9997646808624268,-0.043481238186359406,-0.013624192215502262,-0.00047872099094092846,0.0036948632914572954,0.0036962132435292006,0.09995777904987335,2.0,1.0,1026.0
