TIME,roll,pitch,yaw
2023-02-15-12-27-27.148177320,-0.031321875751018524,-0.013118588365614414,-0.022961638867855072
2023-02-15-12-27-27.192994431,-0.03132815659046173,-0.013120080344378948,-0.022952783852815628
2023-02-15-12-27-27.193203330,-0.031333308666944504,-0.013125653378665447,-0.02295834943652153
2023-02-15-12-27-27.242293977,-0.03133402392268181,-0.013130346313118935,-0.02296260930597782
2023-02-15-12-27-27.242417607,-0.031339507550001144,-0.013133601285517216,-0.02296394295990467
2023-02-15-12-27-27.291901498,-0.031333837658166885,-0.013132298365235329,-0.022962408140301704
2023-02-15-12-27-27.292026853,-0.031338680535554886,-0.013123649172484875,-0.022951602935791016
2023-02-15-12-27-27.341597948,-0.031337738037109375,-0.013118717819452286,-0.022947212681174278
2023-02-15-12-27-27.341716086,-0.031331829726696014,-0.01310612354427576,-0.022945977747440338
2023-02-15-12-27-27.391253873,-0.03132573887705803,-0.013111809268593788,-0.02294757589697838
2023-02-15-12-27-27.391473392,-0.031317416578531265,-0.013111144304275513,-0.02295297011733055
2023-02-15-12-27-27.440895010,-0.031323738396167755,-0.013098481111228466,-0.022953199222683907
2023-02-15-12-27-27.441114350,-0.0313284657895565,-0.013108127750456333,-0.022955896332859993
2023-02-15-12-27-27.490223679,-0.03132002055644989,-0.013109917752444744,-0.02295316942036152
2023-02-15-12-27-27.490350092,-0.0313153900206089,-0.013119271025061607,-0.022955019026994705
2023-02-15-12-27-27.540000400,-0.03130870312452316,-0.013123579323291779,-0.022950835525989532
2023-02-15-12-27-27.540220287,-0.03131549805402756,-0.013122058473527431,-0.02295336313545704
2023-02-15-12-27-27.589617450,-0.03131493180990219,-0.013108559884130955,-0.0229609627276659
2023-02-15-12-27-27.589826498,-0.03130272030830383,-0.013111270032823086,-0.022968167439103127
2023-02-15-12-27-27.639249752,-0.03130267933011055,-0.013108324259519577,-0.022971708327531815
2023-02-15-12-27-27.639364816,-0.03129870817065239,-0.01310754008591175,-0.022972436621785164
2023-02-15-12-27-27.688955196,-0.03129630908370018,-0.01311312336474657,-0.0229605995118618
2023-02-15-12-27-27.689174736,-0.03129231557250023,-0.013111072592437267,-0.022960450500249863
2023-02-15-12-27-27.738285628,-0.031300824135541916,-0.013114873319864273,-0.02296019159257412
2023-02-15-12-27-27.738422147,-0.03130631148815155,-0.013112884014844894,-0.022955618798732758
2023-02-15-12-27-27.787925998,-0.0313003845512867,-0.013113384135067463,-0.022954795509576797
2023-02-15-12-27-27.788059551,-0.03129342570900917,-0.01311424095183611,-0.022958576679229736
2023-02-15-12-27-27.837650421,-0.031298574060201645,-0.013118386268615723,-0.02295602671802044
2023-02-15-12-27-27.837767137,-0.03130234032869339,-0.013132867403328419,-0.022965583950281143
2023-02-15-12-27-27.887190284,-0.031302254647016525,-0.013134581036865711,-0.02297087199985981
2023-02-15-12-27-27.887303499,-0.031295862048864365,-0.01313359197229147,-0.022971736267209053
2023-02-15-12-27-27.936872272,-0.031309131532907486,-0.013145752251148224,-0.022974468767642975
2023-02-15-12-27-27.936989785,-0.03131362423300743,-0.01314742211252451,-0.022989872843027115
2023-02-15-12-27-27.986253114,-0.03131142258644104,-0.01315059419721365,-0.022992422804236412
2023-02-15-12-27-27.986401661,-0.03132573515176773,-0.0131547125056386,-0.022997593507170677
2023-02-15-12-27-28.035966933,-0.031339459121227264,-0.013158004730939865,-0.023000285029411316
2023-02-15-12-27-28.036179940,-0.031325217336416245,-0.013158120214939117,-0.022995444014668465
2023-02-15-12-27-28.085557068,-0.031319759786129,-0.013155634514987469,-0.0229943860322237
2023-02-15-12-27-28.085664679,-0.031311336904764175,-0.013151734136044979,-0.022992722690105438
2023-02-15-12-27-28.135289382,-0.03131815418601036,-0.013168114237487316,-0.022991439327597618
2023-02-15-12-27-28.135505087,-0.03131479769945145,-0.01317274197936058,-0.02298637479543686
2023-02-15-12-27-28.184896188,-0.03132076561450958,-0.013172873295843601,-0.022984707728028297
2023-02-15-12-27-28.185012758,-0.031327493488788605,-0.013158644549548626,-0.022988291457295418
