0,0,1,2
2023-02-15-12-20-26.290920191,-0.030968988314270973,-0.013004067353904247,0.1467960923910141
2023-02-15-12-20-26.333408935,-0.030959060415625572,-0.01300958450883627,0.14679618179798126
2023-02-15-12-20-26.333648060,-0.03096480295062065,-0.013015057891607285,0.1467902660369873
2023-02-15-12-20-26.376415247,-0.030955731868743896,-0.013010815717279911,0.14678893983364105
2023-02-15-12-20-26.376536190,-0.030953647568821907,-0.013003237545490265,0.146782785654068
2023-02-15-12-20-26.419613878,-0.030949702486395836,-0.012987952679395676,0.14677812159061432
2023-02-15-12-20-26.419822303,-0.030962178483605385,-0.012994176708161831,0.14677083492279053
2023-02-15-12-20-26.462643340,-0.030958959832787514,-0.012996909208595753,0.14677122235298157
2023-02-15-12-20-26.462760867,-0.030953150242567062,-0.012996446341276169,0.14677292108535767
2023-02-15-12-20-26.505780214,-0.0309489406645298,-0.013004884123802185,0.14676609635353088
2023-02-15-12-20-26.505984844,-0.03095553256571293,-0.013005453161895275,0.14675825834274292
2023-02-15-12-20-26.548805067,-0.03095284290611744,-0.013005136512219906,0.14675933122634888
2023-02-15-12-20-26.548947200,-0.030949801206588745,-0.012989062815904617,0.14676381647586823
2023-02-15-12-20-26.591917398,-0.030954070389270782,-0.012994551099836826,0.14676515758037567
2023-02-15-12-20-26.592033808,-0.030959585681557655,-0.012998099438846111,0.14675474166870117
2023-02-15-12-20-26.635016859,-0.03095513954758644,-0.01299416646361351,0.1467578113079071
2023-02-15-12-20-26.635135796,-0.03095138445496559,-0.012995603494346142,0.14675383269786835
2023-02-15-12-20-26.678141866,-0.030956799164414406,-0.01300401333719492,0.14674869179725647
2023-02-15-12-20-26.678264941,-0.030950088053941727,-0.013007373549044132,0.1467495858669281
2023-02-15-12-20-26.721188370,-0.03094561956822872,-0.013003002852201462,0.14674896001815796
2023-02-15-12-20-26.721300472,-0.03095225803554058,-0.013032417744398117,0.14674481749534607
2023-02-15-12-20-26.764389679,-0.030948925763368607,-0.013028196059167385,0.1467445194721222
2023-02-15-12-20-26.764605675,-0.030962735414505005,-0.013031150214374065,0.14674273133277893
2023-02-15-12-20-26.807481966,-0.0309619028121233,-0.013046393170952797,0.14674045145511627
2023-02-15-12-20-26.807678739,-0.030960185453295708,-0.013050350360572338,0.1467398703098297
2023-02-15-12-20-26.850555230,-0.030956599861383438,-0.013052032329142094,0.1467430591583252
2023-02-15-12-20-26.850770064,-0.030951574444770813,-0.0130478385835886,0.14674055576324463
2023-02-15-12-20-26.893632290,-0.03096179850399494,-0.013045434840023518,0.1467447131872177
2023-02-15-12-20-26.936711418,-0.030950788408517838,-0.013041917234659195,0.14674481749534607
2023-02-15-12-20-26.936925394,-0.030958781018853188,-0.013049370609223843,0.14674599468708038
2023-02-15-12-20-26.979855825,-0.030956022441387177,-0.013062105514109135,0.14673998951911926
2023-02-15-12-20-26.980059255,-0.030950108543038368,-0.013056967407464981,0.14674361050128937
2023-02-15-12-20-27.022853373,-0.03094916231930256,-0.013058860786259174,0.14674437046051025
2023-02-15-12-20-27.022975267,-0.03095693700015545,-0.013077881187200546,0.1467476338148117
2023-02-15-12-20-27.066064306,-0.030962081626057625,-0.013065936975181103,0.14675554633140564
2023-02-15-12-20-27.066265816,-0.03096521459519863,-0.01306832954287529,0.14675216376781464
2023-02-15-12-20-27.109111084,-0.030967751517891884,-0.013067128136754036,0.14675480127334595
2023-02-15-12-20-27.109224215,-0.03097069263458252,-0.013068563304841518,0.14675423502922058
2023-02-15-12-20-27.152162774,-0.030961457639932632,-0.01305866613984108,0.14674867689609528
2023-02-15-12-20-27.152281671,-0.03094824030995369,-0.013062450103461742,0.14674565196037292
2023-02-15-12-20-27.195328045,-0.030948741361498833,-0.013066134415566921,0.14674539864063263
2023-02-15-12-20-27.195443494,-0.030955307185649872,-0.013072887435555458,0.14674389362335205
2023-02-15-12-20-27.238398559,-0.030956538394093513,-0.013064131140708923,0.14674055576324463
2023-02-15-12-20-27.238599912,-0.030956806614995003,-0.013062329031527042,0.1467365324497223
2023-02-15-12-20-27.281488073,-0.030958708375692368,-0.013064369559288025,0.1467364877462387
2023-02-15-12-20-27.281594060,-0.03096131421625614,-0.013066835701465607,0.1467352658510208
2023-02-15-12-20-27.324566400,-0.030948182567954063,-0.01306666899472475,0.14673388004302979
2023-02-15-12-20-27.324683734,-0.030948828905820847,-0.013059287331998348,0.14673355221748352
2023-02-15-12-20-27.367657864,-0.030947845429182053,-0.013059365563094616,0.1467326581478119
2023-02-15-12-20-27.367775197,-0.030935579910874367,-0.013053817674517632,0.14672966301441193
2023-02-15-12-20-27.410830682,-0.030947118997573853,-0.013054385781288147,0.14673854410648346
2023-02-15-12-20-27.411032300,-0.030948365107178688,-0.013045043684542179,0.14673364162445068
2023-02-15-12-20-27.453939143,-0.030954664573073387,-0.013054695911705494,0.14673136174678802
2023-02-15-12-20-27.454158813,-0.030956871807575226,-0.013049301691353321,0.14672549068927765
2023-02-15-12-20-27.496980535,-0.030946535989642143,-0.013047432526946068,0.14672544598579407
2023-02-15-12-20-27.497075743,-0.030958296731114388,-0.013042294420301914,0.14673195779323578
2023-02-15-12-20-27.540124448,-0.030958622694015503,-0.013037256896495819,0.1467335820198059
2023-02-15-12-20-27.540349360,-0.03096044436097145,-0.01304516289383173,0.14674052596092224
2023-02-15-12-20-27.583209211,-0.030953489243984222,-0.013046441599726677,0.14672254025936127
2023-02-15-12-20-27.583424650,-0.03095780313014984,-0.013042626902461052,0.14672201871871948
2023-02-15-12-20-27.626199001,-0.030960680916905403,-0.013045800849795341,0.1467217206954956
2023-02-15-12-20-27.626308914,-0.030940691009163857,-0.013051679357886314,0.1467180997133255
2023-02-15-12-20-27.669375136,-0.03093584068119526,-0.013052808120846748,0.14671777188777924
