0,0,1,2
2023-02-15-12-24-01.184345306,-0.03132530301809311,-0.013141417875885963,-0.009199262596666813
2023-02-15-12-24-01.233645362,-0.031325556337833405,-0.013139108195900917,-0.00920503493398428
2023-02-15-12-24-01.233773980,-0.03131870925426483,-0.013140089809894562,-0.00922372192144394
2023-02-15-12-24-01.283361537,-0.03132610395550728,-0.013142983429133892,-0.009222867898643017
2023-02-15-12-24-01.283589391,-0.03133004531264305,-0.0131433866918087,-0.009226961061358452
2023-02-15-12-24-01.332985250,-0.03131807595491409,-0.013153690844774246,-0.009226001799106598
2023-02-15-12-24-01.333212641,-0.031316690146923065,-0.013157189823687077,-0.009229404851794243
2023-02-15-12-24-01.382637352,-0.031329862773418427,-0.013135421089828014,-0.009232000447809696
2023-02-15-12-24-01.382866949,-0.03133382275700569,-0.013141034170985222,-0.009233621880412102
2023-02-15-12-24-01.432053123,-0.031345631927251816,-0.013150430284440517,-0.009255645796656609
2023-02-15-12-24-01.432290031,-0.03134579584002495,-0.01315524335950613,-0.009252653457224369
2023-02-15-12-24-01.481775995,-0.031351279467344284,-0.013161778450012207,-0.009257504716515541
2023-02-15-12-24-01.531371109,-0.03135615214705467,-0.013179510831832886,-0.009262243285775185
2023-02-15-12-24-01.531611766,-0.03135465085506439,-0.01318320818245411,-0.009260023944079876
2023-02-15-12-24-01.580912407,-0.03135514631867409,-0.013187767006456852,-0.009260062128305435
2023-02-15-12-24-01.581027947,-0.03134787827730179,-0.013182690367102623,-0.009267591871321201
2023-02-15-12-24-01.630561218,-0.03135102987289429,-0.013186327181756496,-0.00926617905497551
2023-02-15-12-24-01.630676119,-0.031345270574092865,-0.013185488060116768,-0.00928119383752346
2023-02-15-12-24-01.679967892,-0.031344905495643616,-0.013188108801841736,-0.009284937754273415
2023-02-15-12-24-01.680085400,-0.031357839703559875,-0.013195239007472992,-0.009296605363488197
2023-02-15-12-24-01.729649671,-0.03135523945093155,-0.013187073171138763,-0.009300796315073967
2023-02-15-12-24-01.729852233,-0.03135640174150467,-0.013186542317271233,-0.009300339967012405
2023-02-15-12-24-01.779360854,-0.03136183321475983,-0.013193830847740173,-0.009298965334892273
2023-02-15-12-24-01.779571549,-0.03134875372052193,-0.013183982111513615,-0.009297337383031845
2023-02-15-12-24-01.828972455,-0.03136030584573746,-0.013197091408073902,-0.00930722989141941
2023-02-15-12-24-01.829177833,-0.03135818615555763,-0.01319606602191925,-0.009296818636357784
2023-02-15-12-24-01.878632189,-0.031356330960989,-0.013183875009417534,-0.009293659590184689
2023-02-15-12-24-01.878844925,-0.03135869279503822,-0.013179800473153591,-0.009296838194131851
2023-02-15-12-24-01.928065118,-0.0313602089881897,-0.01317201741039753,-0.009300345554947853
2023-02-15-12-24-01.977609230,-0.03135581687092781,-0.01317369844764471,-0.009305577725172043
2023-02-15-12-24-01.977729651,-0.03134818375110626,-0.013149844482541084,-0.009291826747357845
2023-02-15-12-24-02.027345328,-0.03135540708899498,-0.013146168552339077,-0.009299232624471188
2023-02-15-12-24-02.027479808,-0.03134167566895485,-0.013139817863702774,-0.009302486665546894
2023-02-15-12-24-02.076939473,-0.031340792775154114,-0.013135706074535847,-0.00930716935545206
2023-02-15-12-24-02.077160275,-0.03132312744855881,-0.013125120662152767,-0.009304876439273357
2023-02-15-12-24-02.126612305,-0.03132825717329979,-0.013128839433193207,-0.009304268285632133
2023-02-15-12-24-02.126729736,-0.03133339434862137,-0.013109811581671238,-0.00931637454777956
2023-02-15-12-24-02.176066187,-0.03133874386548996,-0.01310410164296627,-0.009317748248577118
2023-02-15-12-24-02.176278365,-0.03134716674685478,-0.013112925924360752,-0.009314613416790962
2023-02-15-12-24-02.225707103,-0.03133350610733032,-0.013108317740261555,-0.009330914355814457
2023-02-15-12-24-02.225913733,-0.031323786824941635,-0.013109547086060047,-0.00933658517897129
2023-02-15-12-24-02.275278000,-0.03132075443863869,-0.013106906786561012,-0.009335290640592575
2023-02-15-12-24-02.275389439,-0.031321100890636444,-0.013104244135320187,-0.009334536269307137
2023-02-15-12-24-02.324973398,-0.0313403457403183,-0.013098261319100857,-0.009333419613540173
2023-02-15-12-24-02.325175134,-0.03132897615432739,-0.013094916939735413,-0.009331864304840565
2023-02-15-12-24-02.374630703,-0.031316667795181274,-0.013084901496767998,-0.009335001930594444
2023-02-15-12-24-02.423988027,-0.03131931275129318,-0.013084583915770054,-0.009335526265203953
2023-02-15-12-24-02.424115029,-0.031320277601480484,-0.01309057604521513,-0.009343480691313744
2023-02-15-12-24-02.473687419,-0.031331419944763184,-0.013109853491187096,-0.009330461733043194
2023-02-15-12-24-02.473910449,-0.03132781386375427,-0.013110199943184853,-0.009342808276414871
2023-02-15-12-24-02.523395857,-0.03134648874402046,-0.013115365989506245,-0.009350210428237915
2023-02-15-12-24-02.523627824,-0.031344082206487656,-0.013116369023919106,-0.009347864426672459
