TIME,roll,pitch,yaw
2023-02-15-12-29-50.862086068,-0.03150859847664833,-0.013068604283034801,-0.031001342460513115
2023-02-15-12-29-50.877800680,-0.031518712639808655,-0.013080021366477013,-0.031012078747153282
2023-02-15-12-29-50.893721350,-0.031517431139945984,-0.013078831136226654,-0.031014783307909966
2023-02-15-12-29-50.909678242,-0.03151644021272659,-0.013078281655907631,-0.031018586829304695
2023-02-15-12-29-50.925675655,-0.031523361802101135,-0.013091373257339,-0.031025458127260208
2023-02-15-12-29-50.941622866,-0.03151700645685196,-0.01309228502213955,-0.031019117683172226
2023-02-15-12-29-50.957640090,-0.03152525797486305,-0.01309337466955185,-0.031023642048239708
2023-02-15-12-29-50.973601268,-0.03153081238269806,-0.013085326179862022,-0.031023947522044182
2023-02-15-12-29-50.989645646,-0.031526777893304825,-0.013068247586488724,-0.031018132343888283
2023-02-15-12-29-51.005615095,-0.03153576701879501,-0.013078168034553528,-0.031013822183012962
2023-02-15-12-29-51.021566944,-0.03153645619750023,-0.013072982430458069,-0.031014585867524147
2023-02-15-12-29-51.037583444,-0.03154666721820831,-0.013055778108537197,-0.031020622700452805
2023-02-15-12-29-51.053542218,-0.03154485672712326,-0.013062178157269955,-0.031023681163787842
2023-02-15-12-29-51.069551418,-0.03154386952519417,-0.013063447549939156,-0.031022539362311363
2023-02-15-12-29-51.085556769,-0.031539902091026306,-0.013064672239124775,-0.03102531097829342
2023-02-15-12-29-51.101576902,-0.03153423219919205,-0.01305343210697174,-0.031027425080537796
2023-02-15-12-29-51.117575770,-0.03154550865292549,-0.013050379231572151,-0.0310207549482584
2023-02-15-12-29-51.133532532,-0.03155588358640671,-0.01305609941482544,-0.03101976588368416
2023-02-15-12-29-51.149553369,-0.03155125677585602,-0.013055119663476944,-0.031036684289574623
2023-02-15-12-29-51.165515184,-0.031554676592350006,-0.0130695765838027,-0.031037991866469383
2023-02-15-12-29-51.181498492,-0.03155301511287689,-0.013066953979432583,-0.031041398644447327
2023-02-15-12-29-51.197482428,-0.03154967352747917,-0.013059305027127266,-0.03104487620294094
2023-02-15-12-29-51.213532545,-0.031545381993055344,-0.013062805868685246,-0.031043315306305885
2023-02-15-12-29-51.229481638,-0.031542208045721054,-0.013050012290477753,-0.03104550763964653
2023-02-15-12-29-51.245519950,-0.031531497836112976,-0.013042761944234371,-0.031036727130413055
2023-02-15-12-29-51.261451648,-0.031533755362033844,-0.01304180920124054,-0.03103885054588318
2023-02-15-12-29-51.277521744,-0.031533122062683105,-0.013050081208348274,-0.031034445390105247
2023-02-15-12-29-51.293514185,-0.03153221309185028,-0.013049107044935226,-0.031039083376526833
2023-02-15-12-29-51.309488134,-0.03153596818447113,-0.013060584664344788,-0.031032206490635872
2023-02-15-12-29-51.325512273,-0.031531501561403275,-0.013062868267297745,-0.031032608821988106
2023-02-15-12-29-51.341450846,-0.0315355584025383,-0.013060330413281918,-0.031031165271997452
2023-02-15-12-29-51.357491233,-0.03153800964355469,-0.013060486875474453,-0.03104393742978573
2023-02-15-12-29-51.373461955,-0.031530238687992096,-0.013056243769824505,-0.031039761379361153
2023-02-15-12-29-51.389441307,-0.031521525233983994,-0.013064133003354073,-0.031048545613884926
2023-02-15-12-29-51.405407481,-0.03153065964579582,-0.013067848049104214,-0.03105313330888748
2023-02-15-12-29-51.421370876,-0.03152477368712425,-0.013073690235614777,-0.031059924513101578
2023-02-15-12-29-51.437410843,-0.03151652216911316,-0.013066213577985764,-0.031047344207763672
2023-02-15-12-29-51.453407059,-0.031518127769231796,-0.013066206127405167,-0.031047655269503593
2023-02-15-12-29-51.469351833,-0.03151844069361687,-0.013063421472907066,-0.031038684770464897
2023-02-15-12-29-51.485384760,-0.03152234107255936,-0.01306742150336504,-0.031040620058774948
2023-02-15-12-29-51.501339815,-0.031526945531368256,-0.013066638261079788,-0.031041782349348068
2023-02-15-12-29-51.517333057,-0.031523387879133224,-0.013072339817881584,-0.031050480902194977
2023-02-15-12-29-51.533245595,-0.031514495611190796,-0.013077186420559883,-0.031052427366375923
2023-02-15-12-29-51.549321164,-0.03152298182249069,-0.0130949467420578,-0.031052986159920692
2023-02-15-12-29-51.565225656,-0.031518902629613876,-0.01309477724134922,-0.031051622703671455
2023-02-15-12-29-51.581247443,-0.03151910752058029,-0.013096069917082787,-0.031061505898833275
2023-02-15-12-29-51.597256605,-0.03151498734951019,-0.0130996722728014,-0.031054344028234482
