TIME,roll,pitch,yaw,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags
2023-02-15-12-06-39.134039506,-0.029116077348589897,-0.016635719686746597,0.08557508885860443,,,,,,55.639827728271484,55.639827728271484,55.639827728271484,,,,5.626922130584717,5.627603530883789,1.8041828870773315,-0.02481124736368656,-0.016669215634465218,0.6591675281524658,0.0009450727375224233,0.0009388981270603836,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.167723136,-0.029108427464962006,-0.01661454513669014,0.08558931201696396,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.167831159,,,,,,,,,55.639827728271484,55.639827728271484,55.639827728271484,,,,5.626922130584717,5.627603530883789,1.8041828870773315,-0.024810994043946266,-0.016665950417518616,0.6591809391975403,0.0009450727375224233,0.0009388981270603836,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.200658879,-0.029124638065695763,-0.01662456803023815,0.08559229224920273,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.200741318,,,,,,,,,55.639827728271484,55.639827728271484,55.639827728271484,,,,5.626922130584717,5.627603530883789,1.8041828870773315,-0.02482115663588047,-0.016666250303387642,0.6591890454292297,0.0009450727375224233,0.0009388981270603836,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.233625012,-0.029135217890143394,-0.016629759222269058,0.08558771759271622,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.233705425,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024834690615534782,-0.016671588644385338,0.6591736674308777,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.266610508,-0.029147285968065262,-0.01662558875977993,0.08558447659015656,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.266698918,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.0248474832624197,-0.016667047515511513,0.6591680645942688,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.299607700,-0.029146846383810043,-0.016631482169032097,0.08557849377393723,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.299690995,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.02484547719359398,-0.01666538417339325,0.6591647267341614,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.332605447,-0.029162416234612465,-0.016619449481368065,0.08558143675327301,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024851638823747635,-0.01666085049510002,0.6591681241989136,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.365549028,-0.02914700098335743,-0.016601670533418655,0.08558547496795654,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.365631713,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024840550497174263,-0.016640586778521538,0.6591638922691345,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.399036646,-0.029138632118701935,-0.016599126160144806,0.08557083457708359,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.399163186,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.0248298067599535,-0.016640126705169678,0.6591548323631287,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.431549812,-0.029131274670362473,-0.016607845202088356,0.08556046336889267,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.431651686,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024817362427711487,-0.01664765737950802,0.6591445803642273,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.464548950,-0.02913903445005417,-0.01662031002342701,0.08555364608764648,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.464647143,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.0248281117528677,-0.016655119135975838,0.6591388583183289,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.497500080,-0.029146630316972733,-0.016605006530880928,0.08556023240089417,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024834662675857544,-0.016638444736599922,0.6591418981552124,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.530516200,-0.029138866811990738,-0.016598815098404884,0.08556266874074936,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024832960218191147,-0.016644084826111794,0.6591473817825317,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.563423629,-0.02914351038634777,-0.01660885661840439,0.08557377755641937,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.563506005,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024830732494592667,-0.016645116731524467,0.6591631174087524,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.596508939,-0.02914278768002987,-0.016624921932816505,0.08556250482797623,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024836240336298943,-0.016667399555444717,0.6591506004333496,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.629464588,-0.02913551963865757,-0.016618739813566208,0.08555664122104645,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.629560313,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.02482723258435726,-0.01665339805185795,0.6591460704803467,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.662415569,-0.029119838029146194,-0.01662270911037922,0.08555733412504196,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.662498377,,,,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024815751239657402,-0.01667502336204052,0.6591408848762512,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.695466030,-0.02911539562046528,-0.016634732484817505,0.0855519101023674,,,,,,55.639244079589844,55.639244079589844,55.639244079589844,,,,5.6271538734436035,5.627834796905518,1.804158091545105,-0.024806980043649673,-0.016673751175403595,0.6591307520866394,0.0009450865909457207,0.0009388766484335065,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.728433315,-0.02911253832280636,-0.01663377694785595,0.08553983271121979,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.728517911,,,,,,,,,55.63866424560547,55.63866424560547,55.63866424560547,,,,5.627385139465332,5.628066062927246,1.8041332960128784,-0.024801645427942276,-0.016676614060997963,0.6591318249702454,0.0009451023070141673,0.0009388526668772101,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.761414259,-0.029106825590133667,-0.016631271690130234,0.0855400413274765,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.761497200,,,,,,,,,55.63866424560547,55.63866424560547,55.63866424560547,,,,5.627385139465332,5.628066062927246,1.8041332960128784,-0.02479797601699829,-0.01666487567126751,0.6591294407844543,0.0009451023070141673,0.0009388526668772101,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.794382357,-0.02911851741373539,-0.01663561351597309,0.08554212749004364,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.794459638,,,,,,,,,55.63866424560547,55.63866424560547,55.63866424560547,,,,5.627385139465332,5.628066062927246,1.8041332960128784,-0.024800337851047516,-0.016675610095262527,0.65912926197052,0.0009451023070141673,0.0009388526668772101,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.827323624,-0.02910851687192917,-0.016626382246613503,0.08554428815841675,,,,,,55.63866424560547,55.63866424560547,55.63866424560547,,,,5.627385139465332,5.628066062927246,1.8041332960128784,-0.024798620492219925,-0.016667619347572327,0.6591351628303528,0.0009451023070141673,0.0009388526668772101,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.860337449,-0.029103614389896393,-0.016632869839668274,0.08554716408252716,,,,,,55.63866424560547,55.63866424560547,55.63866424560547,,,,5.627385139465332,5.628066062927246,1.8041332960128784,-0.02479352243244648,-0.016671042889356613,0.6591432690620422,0.0009451023070141673,0.0009388526668772101,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.893277864,-0.02911056950688362,-0.01663266494870186,0.085564985871315,,,,,,55.63866424560547,55.63866424560547,55.63866424560547,,,,5.627385139465332,5.628066062927246,1.8041332960128784,-0.02480381354689598,-0.01667197421193123,0.6591578722000122,0.0009451023070141673,0.0009388526668772101,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.926251938,-0.02910751663148403,-0.016644522547721863,0.08557182550430298,,,,,,,,,,,,,,,,,,,,,,,
2023-02-15-12-06-39.926336131,,,,,,,,,55.63866424560547,55.63866424560547,55.63866424560547,,,,5.627385139465332,5.628066062927246,1.8041332960128784,-0.024798326194286346,-0.016687853261828423,0.6591644883155823,0.0009451023070141673,0.0009388526668772101,0.17000000178813934,2.0,1.0,1025.0
2023-02-15-12-06-39.959291226,-0.02910653129220009,-0.016640404239296913,0.0855758935213089,,,,,,55.63866424560547,55.63866424560547,55.63866424560547,,,,5.627385139465332,5.628066062927246,1.8041332960128784,-0.024793732911348343,-0.016683224588632584,0.6591693758964539,0.0009451023070141673,0.0009388526668772101,0.17000000178813934,2.0,1.0,1025.0
