TIME,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags,roll,pitch,yaw
2023-02-15-12-07-00.981045870,,,,,,55.61417770385742,55.61417770385742,55.61417770385742,,,,5.637082099914551,5.637760639190674,1.8030893802642822,-0.024816179648041725,-0.017205584794282913,0.6577067971229553,0.0009442514856345952,0.0009375348454341292,0.17000000178813934,2.0,1.0,1025.0,-0.029146084561944008,-0.0167634729295969,0.08474840223789215
2023-02-15-12-07-01.013668239,,,,,,,,,,,,,,,,,,,,,,,,-0.0291375070810318,-0.016780491918325424,0.08474914729595184
2023-02-15-12-07-01.013756090,,,,,,55.61417770385742,55.61417770385742,55.61417770385742,,,,5.637082099914551,5.637760639190674,1.8030893802642822,-0.024805670604109764,-0.017227068543434143,0.6576994061470032,0.0009442514856345952,0.0009375348454341292,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-07-01.046635646,,,,,,,,,,,,,,,,,,,,,,,,-0.02912786230444908,-0.016775693744421005,0.0847393050789833
2023-02-15-12-07-01.046712228,,,,,,55.61417770385742,55.61417770385742,55.61417770385742,,,,5.637082099914551,5.637760639190674,1.8030893802642822,-0.024797212332487106,-0.017224064096808434,0.6576904058456421,0.0009442514856345952,0.0009375348454341292,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-07-01.079685583,,,,,,55.61417770385742,55.61417770385742,55.61417770385742,,,,5.637082099914551,5.637760639190674,1.8030893802642822,-0.024788977578282356,-0.017232034355401993,0.6576887965202332,0.0009442514856345952,0.0009375348454341292,0.17000000178813934,2.0,1.0,1025.0,-0.02911383844912052,-0.01678272895514965,0.0847354307770729
2023-02-15-12-07-01.112630197,,,,,,,,,,,,,,,,,,,,,,,,-0.029124023392796516,-0.01680389791727066,0.0847344845533371
2023-02-15-12-07-01.112726761,,,,,,55.61417770385742,55.61417770385742,55.61417770385742,,,,5.637082099914551,5.637760639190674,1.8030893802642822,-0.02479281648993492,-0.01724674366414547,0.657683253288269,0.0009442514856345952,0.0009375348454341292,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-07-01.145631993,,,,,,,,,,,,,,,,,,,,,,,,-0.02911531552672386,-0.016796186566352844,0.08473037928342819
2023-02-15-12-07-01.145721659,,,,,,55.61417770385742,55.61417770385742,55.61417770385742,,,,5.637082099914551,5.637760639190674,1.8030893802642822,-0.024789171293377876,-0.01724950037896633,0.6576790809631348,0.0009442514856345952,0.0009375348454341292,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-07-01.178593733,,,,,,,,,,,,,,,,,,,,,,,,-0.02911115065217018,-0.016799822449684143,0.0847356915473938
2023-02-15-12-07-01.178673926,,,,,,55.61417770385742,55.61417770385742,55.61417770385742,,,,5.637082099914551,5.637760639190674,1.8030893802642822,-0.0247885100543499,-0.0172453410923481,0.6576834917068481,0.0009442514856345952,0.0009375348454341292,0.17000000178813934,2.0,1.0,1025.0,,,
2023-02-15-12-07-01.211605751,,,,,,55.61359405517578,55.61359405517578,55.61359405517578,,,,5.637312412261963,5.637990951538086,1.8030645847320557,-0.024770162999629974,-0.017242813482880592,0.6576845049858093,0.0009442319860681891,0.0009375113295391202,0.17000000178813934,2.0,1.0,1025.0,-0.029109016060829163,-0.016795745119452477,0.08472848683595657
2023-02-15-12-07-01.244652596,,,,,,55.61359405517578,55.61359405517578,55.61359405517578,,,,5.637312412261963,5.637990951538086,1.8030645847320557,-0.024773968383669853,-0.017241936177015305,0.6576845049858093,0.0009442319860681891,0.0009375113295391202,0.17000000178813934,2.0,1.0,1025.0,-0.029113274067640305,-0.016795450821518898,0.08473619073629379
2023-02-15-12-07-01.277629357,,,,,,55.61359405517578,55.61359405517578,55.61359405517578,,,,5.637312412261963,5.637990951538086,1.8030645847320557,-0.024778027087450027,-0.017236845567822456,0.6576859951019287,0.0009442319860681891,0.0009375113295391202,0.17000000178813934,2.0,1.0,1025.0,-0.02910962700843811,-0.016794271767139435,0.08473578095436096
