timestamp,roll,pitch,yaw,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags
2023-02-15-11-24-06.126034729,-0.029503053054213524,-0.016552837565541267,0.20779290795326233,,,,,,58.031795501708984,58.031795501708984,58.031795501708984,,,,4.0645751953125,4.06565523147583,1.9110859632492065,-0.026128144934773445,-0.015502392314374447,0.5286892652511597,0.0009661922231316566,0.0009740404784679413,0.14191581308841705,2.0,1.0,1025.0
2023-02-15-11-24-06.158921608,-0.029487019404768944,-0.016538187861442566,0.20779167115688324,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.02612987533211708,-0.015500649809837341,0.5286910533905029,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.158976767,-0.029489977285265923,-0.016535215079784393,0.20779795944690704,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.026120008900761604,-0.01549537479877472,0.5286999344825745,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.191925436,-0.02947176620364189,-0.016530301421880722,0.2077939361333847,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.02610645815730095,-0.015486522577702999,0.5287134647369385,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.191982141,-0.029472723603248596,-0.016529738903045654,0.20780231058597565,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.02610519528388977,-0.015477962791919708,0.5287155508995056,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.224982532,-0.029475947842001915,-0.01652361825108528,0.2078116089105606,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.026105578988790512,-0.015477742068469524,0.5287286043167114,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.257925223,-0.029469141736626625,-0.016527507454156876,0.20782622694969177,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.02611224353313446,-0.015478855930268764,0.528748631477356,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.290928993,-0.029453648254275322,-0.016533315181732178,0.20781061053276062,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.026088986545801163,-0.015468497760593891,0.5287598967552185,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.323894928,-0.02944525144994259,-0.01653938926756382,0.20780056715011597,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.026083694770932198,-0.015482895076274872,0.5287651419639587,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.356881661,-0.02943042293190956,-0.016519254073500633,0.2078055739402771,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.026082025840878487,-0.015478597953915596,0.528762698173523,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.389866745,-0.029418714344501495,-0.016530504450201988,0.2078099250793457,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.026073992252349854,-0.01547010987997055,0.5287728309631348,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.389921197,-0.029435496777296066,-0.016542037948966026,0.20780807733535767,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.026071159169077873,-0.015494175255298615,0.5287851095199585,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.422816501,-0.029439885169267654,-0.01654684916138649,0.20780470967292786,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.02607356198132038,-0.015487433411180973,0.5287960767745972,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.422869326,-0.029460931196808815,-0.016543714329600334,0.207807719707489,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.0260835662484169,-0.015492698177695274,0.5288013815879822,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.455900612,-0.029466086998581886,-0.016544334590435028,0.20779891312122345,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.026100337505340576,-0.015498471446335316,0.5288146734237671,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.488823839,-0.029466139152646065,-0.016549596562981606,0.20781730115413666,,,,,,58.03133773803711,58.03133773803711,58.03133773803711,,,,4.064966201782227,4.066045761108398,1.9110651016235352,-0.026102006435394287,-0.015492004342377186,0.5288165807723999,0.0009662044467404485,0.0009740838431753218,0.14195039868354797,2.0,1.0,1025.0
2023-02-15-11-24-06.488870958,-0.029461326077580452,-0.016563264653086662,0.20781461894512177,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026108913123607635,-0.015502950176596642,0.5288404822349548,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.521759125,-0.029462233185768127,-0.01656453311443329,0.20781677961349487,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026099063456058502,-0.015512315556406975,0.5288544297218323,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.521805388,-0.0294499471783638,-0.016552984714508057,0.2078099101781845,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.02610177919268608,-0.015516135841608047,0.5288612246513367,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.554770321,-0.029459035024046898,-0.016541173681616783,0.20781128108501434,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.02609144151210785,-0.015503879636526108,0.5288708209991455,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.554819326,-0.02945415861904621,-0.016531404107809067,0.2078111320734024,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.02609308436512947,-0.015497772954404354,0.5288751125335693,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.587738573,-0.029455915093421936,-0.016535984352231026,0.20780810713768005,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026095019653439522,-0.01548698078840971,0.5288853645324707,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.587783462,-0.02944808639585972,-0.016516467556357384,0.20780602097511292,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.02610149420797825,-0.01548605877906084,0.5288905501365662,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.620720854,-0.02945646643638611,-0.01650827005505562,0.20780876278877258,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026096805930137634,-0.015471870079636574,0.5289008617401123,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.620768191,-0.029467565938830376,-0.01650949753820896,0.20780502259731293,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026101544499397278,-0.015465100295841694,0.5289099216461182,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.653753566,-0.02945963479578495,-0.01651153340935707,0.20780794322490692,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026094339787960052,-0.015466085635125637,0.5289087891578674,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.653799135,-0.02946099452674389,-0.016511578112840652,0.2078009992837906,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026103289797902107,-0.015462078154087067,0.5289096236228943,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.686707492,-0.029457610100507736,-0.0165199376642704,0.2078111320734024,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.02610321342945099,-0.015475600026547909,0.5289210677146912,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.686762551,-0.029458308592438698,-0.016525881364941597,0.20781229436397552,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026103174313902855,-0.015469030477106571,0.5289348363876343,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.719707412,-0.029465993866324425,-0.016525885090231895,0.2077973335981369,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026104962453246117,-0.015477185137569904,0.5289342403411865,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.719756716,-0.029456540942192078,-0.016528446227312088,0.20780350267887115,,,,,,58.030879974365234,58.030879974365234,58.030879974365234,,,,4.065356731414795,4.066436290740967,1.9110443592071533,-0.026107244193553925,-0.01547841913998127,0.5289298295974731,0.0009662319207563996,0.0009740947280079126,0.14198510348796844,2.0,1.0,1025.0
2023-02-15-11-24-06.752696967,-0.02945122681558132,-0.016514603048563004,0.20780056715011597,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.026096854358911514,-0.015482899732887745,0.5289410352706909,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.752742602,-0.029446057975292206,-0.01653767004609108,0.2077965885400772,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.02610250562429428,-0.015469488687813282,0.5289461612701416,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.785672162,-0.029454383999109268,-0.016532059758901596,0.20778952538967133,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.02609734795987606,-0.01548711210489273,0.5289515852928162,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.785719265,-0.029460346326231956,-0.01653328910470009,0.2077970951795578,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.026103926822543144,-0.015482940711081028,0.528957188129425,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.818643904,-0.029466040432453156,-0.01653078757226467,0.20780634880065918,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.026108987629413605,-0.015480836853384972,0.5289641618728638,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.818687753,-0.029457656666636467,-0.016528761014342308,0.2077997326850891,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.026112603023648262,-0.015477667562663555,0.5289765000343323,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.851666858,-0.029443899169564247,-0.016527626663446426,0.20779575407505035,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.026097094640135765,-0.01547945849597454,0.5289842486381531,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.884557896,-0.029434317722916603,-0.016523662954568863,0.20779238641262054,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.02608633041381836,-0.015476305969059467,0.5289876461029053,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.917553568,-0.029438991099596024,-0.0165298692882061,0.2077953964471817,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.026090171188116074,-0.015479613095521927,0.5289945602416992,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.950555462,-0.02941684052348137,-0.01652512140572071,0.20780175924301147,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.026085136458277702,-0.015483163297176361,0.5289995670318604,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-06.983529206,-0.029424242675304413,-0.016531646251678467,0.20780345797538757,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.02606419287621975,-0.015477297827601433,0.5290107727050781,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-07.016500077,-0.029417434707283974,-0.01651059091091156,0.2078072726726532,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.02607509307563305,-0.015480167232453823,0.5290238857269287,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-07.049453635,-0.029428064823150635,-0.01653626188635826,0.20780472457408905,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.026069823652505875,-0.015468325465917587,0.5290407538414001,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-07.049503077,-0.029439717531204224,-0.016532031819224358,0.20780551433563232,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.026079939678311348,-0.01548603642731905,0.5290409326553345,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
2023-02-15-11-24-07.083489527,-0.029445286840200424,-0.016534438356757164,0.20780682563781738,,,,,,58.03042221069336,58.03042221069336,58.03042221069336,,,,4.065747261047363,4.066826820373535,1.911023497581482,-0.02608668804168701,-0.01548406109213829,0.5290522575378418,0.0009662496158853173,0.0009741231915540993,0.14201979339122772,2.0,1.0,1025.0
