estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags,roll,pitch,yaw
,,,,,54.11065673828125,54.11065673828125,54.11065673828125,,,,6.196857929229736,6.196857929229736,1.7393163442611694,-0.11421122401952744,-0.07834829390048981,0.08695917576551437,0.0009532739641144872,0.0009496683487668633,0.17000000178813934,2.0,1.0,1025.0,-0.1168953999876976,-0.07814684510231018,-0.03747917711734772
,,,,,54.11065673828125,54.11065673828125,54.11065673828125,,,,6.196857929229736,6.196857929229736,1.7393163442611694,-0.11422780901193619,-0.07836081832647324,0.08696690201759338,0.0009532739641144872,0.0009496683487668633,0.17000000178813934,2.0,1.0,1025.0,-0.11689505726099014,-0.0781589224934578,-0.037483178079128265
,,,,,54.11065673828125,54.11065673828125,54.11065673828125,,,,6.196857929229736,6.196857929229736,1.7393163442611694,-0.11422806978225708,-0.07836751639842987,0.08695722371339798,0.0009532739641144872,0.0009496683487668633,0.17000000178813934,2.0,1.0,1025.0,-0.11688688397407532,-0.07816027849912643,-0.03746509924530983
,,,,,54.11065673828125,54.11065673828125,54.11065673828125,,,,6.196857929229736,6.196857929229736,1.7393163442611694,-0.11423268914222717,-0.07838266342878342,0.08698811382055283,0.0009532739641144872,0.0009496683487668633,0.17000000178813934,2.0,1.0,1025.0,-0.11688996106386185,-0.07817644625902176,-0.03746378421783447
,,,,,54.11065673828125,54.11065673828125,54.11065673828125,,,,6.196857929229736,6.196857929229736,1.7393163442611694,-0.11422833800315857,-0.07837554812431335,0.0869690328836441,0.0009532739641144872,0.0009496683487668633,0.17000000178813934,2.0,1.0,1025.0,-0.1168963611125946,-0.07818163186311722,-0.03746179863810539
,,,,,54.11065673828125,54.11065673828125,54.11065673828125,,,,6.196857929229736,6.196857929229736,1.7393163442611694,-0.11424215137958527,-0.07839556783437729,0.08697550743818283,0.0009532739641144872,0.0009496683487668633,0.17000000178813934,2.0,1.0,1025.0,-0.11690402776002884,-0.07819219678640366,-0.037478867918252945
,,,,,54.11065673828125,54.11065673828125,54.11065673828125,,,,6.196857929229736,6.196857929229736,1.7393163442611694,-0.11423300951719284,-0.07838274538516998,0.08698753267526627,0.0009532739641144872,0.0009496683487668633,0.17000000178813934,2.0,1.0,1025.0,-0.11689510941505432,-0.07820019870996475,-0.03746400028467178
,,,,,54.11065673828125,54.11065673828125,54.11065673828125,,,,6.196857929229736,6.196857929229736,1.7393163442611694,-0.11422744393348694,-0.07840511947870255,0.08698694407939911,0.0009532739641144872,0.0009496683487668633,0.17000000178813934,2.0,1.0,1025.0,-0.11687446385622025,-0.07817702740430832,-0.0374734066426754
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11422742903232574,-0.0783790796995163,0.08698984980583191,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11689125746488571,-0.07819519937038422,-0.03745991736650467
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11423694342374802,-0.07840097695589066,0.08698944747447968,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11688943952322006,-0.07818297296762466,-0.037471555173397064
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11422677338123322,-0.07839719206094742,0.08700460940599442,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11689049750566483,-0.078214131295681,-0.03745749965310097
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.1142253652215004,-0.07839822769165039,0.0870029404759407,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11687957495450974,-0.07818043977022171,-0.03745283558964729
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11423172056674957,-0.07837945967912674,0.08700776845216751,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11688150465488434,-0.0781770572066307,-0.037472955882549286
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11421331018209457,-0.07835518568754196,0.08698536455631256,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11688335984945297,-0.07817375659942627,-0.03746809437870979
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11423860490322113,-0.07836519926786423,0.08699900656938553,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.116884745657444,-0.07815124094486237,-0.03748401999473572
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11422926187515259,-0.07833734899759293,0.08699175715446472,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11688902974128723,-0.07815958559513092,-0.03747624158859253
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11422964185476303,-0.07835078239440918,0.08698943257331848,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.1168760433793068,-0.07813885807991028,-0.03749597445130348
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11422708630561829,-0.0783391147851944,0.08698978275060654,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11688761413097382,-0.07816768437623978,-0.03749314323067665
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11423003673553467,-0.07834568619728088,0.08698764443397522,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11688316613435745,-0.07814093679189682,-0.0374893993139267
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11423822492361069,-0.07835724204778671,0.08700631558895111,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11688325554132462,-0.07816530019044876,-0.037486378103494644
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11422247439622879,-0.0783388540148735,0.08699946850538254,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11689573526382446,-0.07816964387893677,-0.0374780036509037
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11425011605024338,-0.07835870236158371,0.08701476454734802,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11689583212137222,-0.07814919203519821,-0.03748705983161926
,,,,,54.11009216308594,54.11009216308594,54.11009216308594,,,,6.197051048278809,6.197051525115967,1.7392926216125488,-0.11424117535352707,-0.07832831144332886,0.08702374994754791,0.0009533268166705966,0.0009497453575022519,0.17000000178813934,2.0,1.0,1025.0,-0.11690358817577362,-0.07815822958946228,-0.037460800260305405
,,,,,54.10952377319336,54.10952377319336,54.10952377319336,,,,6.197244644165039,6.197244644165039,1.7392687797546387,-0.11425072699785233,-0.07834011316299438,0.08703476935625076,0.0009533684351481497,0.0009498129948042333,0.17000000178813934,2.0,1.0,1025.0,-0.11688733100891113,-0.07812409102916718,-0.037467461079359055
,,,,,54.10952377319336,54.10952377319336,54.10952377319336,,,,6.197244644165039,6.197244644165039,1.7392687797546387,-0.11424342542886734,-0.07833926379680634,0.08702799677848816,0.0009533684351481497,0.0009498129948042333,0.17000000178813934,2.0,1.0,1025.0,-0.11690802127122879,-0.07817033678293228,-0.03746814653277397
,,,,,54.10952377319336,54.10952377319336,54.10952377319336,,,,6.197244644165039,6.197244644165039,1.7392687797546387,-0.1142464354634285,-0.07833411544561386,0.08704030513763428,0.0009533684351481497,0.0009498129948042333,0.17000000178813934,2.0,1.0,1025.0,-0.11690213531255722,-0.0781460851430893,-0.03746207058429718
