estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags,roll,pitch,yaw
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.026890655979514122,-0.0169952604919672,0.43995046615600586,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.029500072821974754,-0.016697237268090248,0.22758038341999054
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.0268920436501503,-0.016979562118649483,0.4399549067020416,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.029494091868400574,-0.016697613522410393,0.2275780737400055
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.02688705548644066,-0.01698271743953228,0.4399612247943878,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.02949661575257778,-0.016683340072631836,0.22758473455905914
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.026887791231274605,-0.01697658747434616,0.43997707962989807,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.029488980770111084,-0.016698947176337242,0.2275906205177307
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.02687077224254608,-0.01698768138885498,0.4399982988834381,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.029491031542420387,-0.016705499961972237,0.22758598625659943
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.02687348797917366,-0.016996625810861588,0.43999922275543213,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.02947511337697506,-0.016693424433469772,0.22757954895496368
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.026874076575040817,-0.01699855364859104,0.44002264738082886,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.02948421612381935,-0.016705170273780823,0.22759075462818146
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.026866521686315536,-0.01698480173945427,0.4400177597999573,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.029495082795619965,-0.016703784465789795,0.22760145366191864
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.026879020035266876,-0.016990533098578453,0.44004061818122864,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.02948540635406971,-0.016710365191102028,0.22760982811450958
,,,,,58.508636474609375,58.508636474609375,58.508636474609375,,,,3.6309239864349365,3.632161855697632,1.9328563213348389,-0.026880616322159767,-0.016996879130601883,0.44005098938941956,0.0009579173638485372,0.0009686246048659086,0.10601126402616501,2.0,1.0,1025.0,-0.02949201501905918,-0.016686730086803436,0.22760161757469177
