timeInfo_tow_ahrsImu,timeInfo_weekNumber_ahrsImu,roll,pitch,yaw,estFilterGpsTimeTow,estFilterGpsTimeWeekNum,estLatitude,estLongitude,estHeightAboveElipsoid,estNorthPositionUncert,estEastPositionUncert,estDownPositionUncert,estNorthVelocity,estEastVelocity,estDownVelocity,estNorthVelocityUncert,estEastVelocityUncert,estDownVelocityUncert,estRoll,estPitch,estYaw,estRollUncert,estPitchUncert,estYawUncert,estFilterState,estFilterDynamicsMode,estFilterStatusFlags
,,-0.028807152062654495,-0.016403624787926674,0.2601659595966339,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.023636609315872192,-0.017244573682546616,0.2639312148094177,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
,,-0.02881157398223877,-0.016408778727054596,0.26016920804977417,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.023633379489183426,-0.017248548567295074,0.2639283835887909,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
,,-0.028809577226638794,-0.01641128771007061,0.2601686120033264,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.023634668439626694,-0.01724853552877903,0.26393112540245056,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
,,-0.028809908777475357,-0.01641186885535717,0.26017382740974426,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.023635931313037872,-0.0172575656324625,0.2639278769493103,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
,,-0.028810808435082436,-0.016421759501099586,0.260172963142395,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.023637961596250534,-0.01726524904370308,0.26391926407814026,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
,,-0.028813594952225685,-0.016430629417300224,0.2601669728755951,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.02363225817680359,-0.01725403219461441,0.2639182209968567,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
,,-0.02880793809890747,-0.016422707587480545,0.26016849279403687,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.023640112951397896,-0.017246399074792862,0.2638967037200928,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
,,-0.028815118595957756,-0.0164127629250288,0.26014944911003113,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.023640122264623642,-0.017252013087272644,0.26388195157051086,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
,,-0.028814421966671944,-0.016422133892774582,0.2601373493671417,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.02363758161664009,-0.017262639477849007,0.26387906074523926,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
,,-0.02881203219294548,-0.01643272675573826,0.26013675332069397,,,,,,59.41898727416992,59.41898727416992,59.41898727416992,,,,2.634455442428589,2.6360623836517334,1.9744313955307007,-0.02363339066505432,-0.017255857586860657,0.26387375593185425,0.0010747902560979128,0.0010690391063690186,0.048275262117385864,2.0,1.0,1025.0
